PHOTID,CLUSTERZ,UMINB,UMINV,VMINJ,INDIVZ,U_B,U_V,V_J,"source(1=GOGREEN,2=GCLASS,3=SPT,4=FORS2,5=NED)",quality,GOGREENSPECID
346,1.325,0.705,1.345,0.774,-1,0,0,0,0,0,0
347,1.325,0.572,0.767,0.306,0.405,0.571,1.067,1.713,0,0,0
348,1.325,0.453,0.613,0.294,1.391,0.445,0.569,0.248,0,0,0
349,1.325,0.524,0.909,0.688,1.761,0.726,0.907,0.362,0,0,0
350,1.325,0.73,1.11,0.898,0.624,1.124,1.823,1.408,0,0,0
351,1.325,1.428,1.935,0.447,1.756,0.892,0.669,0.327,0,0,0
352,1.325,0.656,0.882,0.573,1.025,0.69,1.052,0.832,0,0,0
353,1.325,1.28,2.262,1.112,1.146,1.216,2.102,1.246,0,0,0
354,1.325,0.682,1.268,1.415,1.139,0.658,0.916,1.704,0,0,0
355,1.325,0.625,0.884,0.772,0.988,0.634,1.131,0.839,0,0,0
356,1.325,0.673,0.921,0.772,0.58,0.995,1.624,1.335,0,0,0
357,1.325,0.411,0.512,-0.06,0.242,1.002,1.541,0.773,0,0,0
358,1.325,0.787,1.189,0.75,0.738,1.18,1.827,1.16,0,0,0
359,1.325,0.471,0.607,-0.061,0.246,0.677,0.923,0.556,0,0,0
360,1.325,0.411,0.514,0.397,0.733,0.516,0.679,0.528,0,0,0
361,1.325,0.907,1.474,1.272,1.32,0.907,1.474,1.272,0,0,0
362,1.325,0.424,0.637,0.538,1.286,0.42,0.664,0.588,0,0,0
363,1.325,0.653,0.934,0.908,0.425,0.899,1.394,1.915,0,0,0
364,1.325,0.852,1.366,1.097,1.088,0.956,1.598,1.311,0,0,0
365,1.325,0.341,0.512,0.34,2.092,0.349,0.311,0.223,0,0,0
366,1.325,0.743,1.154,1.033,1.811,0.72,1.097,0.76,0,0,0
367,1.325,0.213,0.179,-0.029,0.236,0.532,0.73,0.342,0,0,0
368,1.325,0.936,1.797,0.674,0.369,0.275,1.372,1.915,0,0,0
369,1.325,0.568,0.754,0.661,1.119,0.594,0.906,0.734,0,0,0
370,1.325,0.895,1.346,-0.059,0.363,1.215,2.181,1.465,0,0,0
371,1.325,0.471,0.605,-0.06,0.046,1.438,2.337,1.247,0,0,0
372,1.325,1.079,1.792,1.607,1.421,1.054,1.742,1.553,0,0,0
373,1.325,0.582,0.844,1.385,1.626,0.579,0.959,1.329,0,0,0
374,1.325,0.333,0.387,-0.057,0.819,0.383,0.445,0.289,0,0,0
375,1.325,0.467,0.601,0.509,0.781,0.553,0.76,0.684,0,0,0
376,1.325,0.497,0.649,0.365,0.415,0.862,1.402,0.977,0,0,0
377,1.325,0.568,0.764,0.955,1.609,0.524,0.769,0.906,0,0,0
378,1.325,0.212,0.178,-0.061,0.068,0.84,1.199,0.368,0,0,0
379,1.325,0.467,0.602,0.514,0.837,0.527,0.731,0.753,0,0,0
380,1.325,0.879,1.483,1.401,1.527,0.981,1.544,1.306,0,0,0
381,1.325,0.32,0.455,0.977,2.448,0.475,0.732,0.365,0,0,0
382,1.325,0.367,0.443,0.142,0.798,0.469,0.584,0.302,0,0,0
383,1.325,0.958,1.487,0.403,0.982,0.457,0.806,0.714,0,0,0
384,1.325,0.236,0.223,0.029,0.488,0.585,0.755,0.361,0,0,0
385,1.325,1.102,1.873,0.837,1.551,0.981,1.486,0.666,0,0,0
386,1.325,0.214,0.182,0.026,0.4,0.231,0.217,0.4,0,0,0
387,1.325,0.546,0.732,0.933,0.507,0.685,1.117,1.434,0,0,0
388,1.325,0.213,0.178,-0.059,0.141,0.699,1.035,0.43,0,0,0
389,1.325,0.909,1.312,0.002,0.326,1.439,2.339,1.247,0,0,0
390,1.325,0.611,0.972,0.861,1.154,0.566,0.994,1,0,0,0
391,1.325,1.059,1.763,1.699,1.835,1.249,2.166,1.255,0,0,0
392,1.325,1.116,1.877,1.217,1.566,1.126,1.832,1.009,0,0,0
393,1.325,0.496,0.644,0.127,1.344,0.493,0.64,0.118,0,0,0
394,1.325,0.538,0.708,0.204,0.779,0.596,0.852,0.468,0,0,0
395,1.325,0.756,1.176,1.366,1.301,0.764,1.217,1.377,0,0,0
396,1.325,0.851,1.333,1.063,0.787,1.119,1.824,1.626,0,0,0
397,1.325,0.927,1.624,0.92,1.642,0.91,1.317,0.752,0,0,0
398,1.325,0.762,1.215,1.147,1.364,0.757,1.191,1.133,0,0,0
399,1.325,0.478,0.62,0.356,0.722,0.575,0.79,0.673,0,0,0
400,1.325,0.482,0.627,0.145,0.433,0.805,1.167,0.794,0,0,0
401,1.325,0.449,0.573,0.147,0.819,0.541,0.724,0.423,0,0,0
402,1.325,0.352,0.418,0.111,0.836,0.399,0.476,0.221,0,0,0
403,1.325,0.621,1.014,1.047,1.236,0.643,1.096,1.055,1,2,822
404,1.325,0.27,0.279,-0.059,0.641,0.454,0.525,0.15,0,0,0
405,1.325,0.75,1.197,1.102,1.617,0.679,0.989,1.034,1,4,820
406,1.325,0.212,0.178,0.753,2.915,0.403,0.616,0.686,0,0,0
407,1.325,0.793,1.313,1.076,2.193,0.642,1.001,0.883,0,0,0
408,1.325,0.587,0.78,0.188,0.642,0.716,1.124,0.683,0,0,0
409,1.325,0.861,1.304,0.74,0.979,0.991,1.721,1.091,0,0,0
410,1.325,0.212,0.178,1.246,1.911,0.728,2.151,0.792,0,0,0
411,1.325,0.448,0.726,0.88,1.962,0.447,0.639,0.688,0,0,0
412,1.325,0.832,1.227,0.706,1.271,0.856,1.322,0.732,0,0,0
413,1.325,0.224,0.255,0.428,1.059,0.242,0.271,0.69,0,0,0
414,1.325,0.406,0.537,0.888,1.083,0.453,0.582,1.051,0,0,0
415,1.325,0.365,0.441,0.379,1.245,0.37,0.492,0.418,0,0,0
416,1.325,1.017,1.734,0.82,0.945,1.061,1.837,1.295,0,0,0
417,1.325,0.459,0.59,0.233,0.377,0.894,1.418,0.835,0,0,0
418,1.325,0.344,0.406,0.246,0.826,0.389,0.48,0.382,0,0,0
419,1.325,0.212,0.178,-0.061,0.064,0.571,0.765,0.213,0,0,0
420,1.325,0.651,0.872,-0.06,0.266,1.305,1.927,1.028,0,0,0
421,1.325,0.413,0.517,0.11,1.023,0.384,0.543,0.384,0,0,0
422,1.325,0.367,0.699,0.841,-1,0,0,0,0,0,0
423,1.325,1.151,1.852,1.11,1.311,1.164,1.887,1.137,0,0,0
424,1.325,0.68,0.932,1.171,2.052,0.509,0.964,1.052,0,0,0
425,1.325,1.011,1.532,0.992,1.075,1.114,1.839,1.207,0,0,0
426,1.325,0.276,0.287,-0.061,0.264,0.815,1.201,0.514,0,0,0
427,1.325,0.258,0.26,-0.06,0.248,0.752,1.105,0.585,0,0,0
428,1.325,0.811,1.225,1.095,0.684,1.025,1.74,1.813,0,0,0
429,1.325,0.48,0.621,0.323,0.942,0.524,0.711,0.504,0,0,0
430,1.325,0.391,0.485,-0.038,0.857,0.345,0.45,0.375,0,0,0
431,1.325,0.832,1.232,1.508,2.466,0.867,1.291,1.11,0,0,0
432,1.325,0.653,0.903,0.735,0.405,0.724,1.197,1.786,0,0,0
433,1.325,0.357,0.426,0.25,0.851,0.426,0.51,0.181,0,0,0
434,1.325,0.624,0.836,0.74,1.295,0.628,0.842,0.752,0,0,0
435,1.325,0.858,1.3,1.434,1.402,0.859,1.275,1.351,0,0,0
436,1.325,1.237,2.065,1.005,1.643,1.297,1.747,0.746,0,0,0
437,1.325,0.394,0.489,-0.06,3.237,0.293,0.177,-0.061,0,0,0
438,1.325,0.225,0.207,0.537,1.954,0.216,0.374,0.839,0,0,0
439,1.325,0.881,1.315,-0.058,0.391,1.124,2.275,1.247,0,0,0
440,1.325,0.212,0.178,0.319,0.123,0.475,0.531,0.155,0,0,0
441,1.325,1.007,1.55,1.096,1.133,1.155,1.858,1.248,0,0,0
442,1.325,0.969,1.468,0.67,1.328,0.969,1.468,0.67,1,3,791
443,1.325,0.566,1.411,0.817,0.683,0.544,0.718,1.915,0,0,0
444,1.325,0.701,1.316,0.949,1.356,0.674,1.266,0.944,0,0,0
445,1.325,0.51,0.666,0.161,0.439,0.913,1.321,0.786,0,0,0
446,1.325,0.213,0.179,-0.061,0.073,0.905,1.361,0.616,0,0,0
447,1.325,0.428,0.541,0.201,0.757,0.5,0.656,0.569,0,0,0
448,1.325,0.386,0.473,0.033,0.718,0.489,0.63,0.299,0,0,0
449,1.325,0.605,1.14,0.833,0.712,0.53,0.697,1.914,0,0,0
450,1.325,0.433,0.548,0.084,0.488,0.547,0.92,0.762,0,0,0
451,1.325,0.823,1.257,1.107,1.195,0.891,1.379,1.229,1,4,786
452,1.325,0.601,0.821,0.735,0.503,0.68,0.945,1.915,0,0,0
453,1.325,0.659,1.14,1.108,1.429,0.603,1.104,1.042,0,0,0
454,1.325,0.605,0.808,0.718,0.753,0.718,1.146,1.213,0,0,0
455,1.325,0.212,0.178,-0.06,0.252,0.624,0.824,0.322,0,0,0
456,1.325,1.055,2.039,1.157,1.002,1.439,2.34,1.247,0,0,0
457,1.325,1.053,1.751,1.524,1.576,0.975,1.492,1.278,0,0,0
458,1.325,0.212,0.484,1.213,0.082,0.212,0.177,-0.061,0,0,0
459,1.325,0.46,0.591,0.305,0.812,0.43,0.601,0.373,0,0,0
460,1.325,0.656,0.881,-0.06,0.257,1.439,2.34,1.515,0,0,0
461,1.325,0.383,0.474,0.47,0.977,0.427,0.539,0.697,1,4,774
462,1.325,0.568,0.753,0.327,0.407,1.108,1.752,0.983,0,0,0
463,1.325,0.607,0.81,0.34,0.365,1.308,2.092,1.08,0,0,0
464,1.325,0.322,0.385,0.497,0.386,0.713,1.05,0.744,0,0,0
465,1.325,0.992,1.699,1.19,1.745,0.889,1.436,0.856,0,0,0
466,1.325,0.752,1.422,1.246,0.964,0.917,1.583,1.516,0,0,0
467,1.325,0.212,0.178,-0.059,0.243,0.553,0.738,0.261,0,0,0
468,1.325,0.679,1.223,0.943,0.588,0.542,0.916,1.58,0,0,0
469,1.325,0.715,1.006,0.967,1.061,0.719,1.112,1.187,0,0,0
470,1.325,0.573,0.76,0.312,0.378,1.222,1.948,1.01,0,0,0
471,1.325,0.984,1.479,0.78,1.24,1.016,1.572,0.845,0,0,0
472,1.325,0.628,0.948,0.919,0.913,0.629,1.063,1.265,1,2,760
473,1.325,0.272,0.286,-0.059,0.393,0.621,0.835,0.452,0,0,0
474,1.325,0.212,0.178,-0.06,0.022,0.213,0.178,-0.058,0,0,0
475,1.325,0.348,0.407,0.147,0.858,0.362,0.432,0.037,0,0,0
476,1.325,0.213,0.179,0.063,0.429,0.555,0.698,0.225,0,0,0
477,1.325,0.212,1.166,0.899,1.016,0.213,0.181,1.247,0,0,0
478,1.325,1.103,1.893,1.809,1.567,0.95,1.619,1.67,0,0,0
479,1.325,0.712,1.005,-0.06,0.271,1.278,2.18,1.532,0,0,0
480,1.325,0.535,0.704,0.449,0.332,1.052,1.694,0.994,0,0,0
481,1.325,0.669,0.883,0.384,1.478,0.645,0.846,0.305,0,0,0
482,1.325,0.473,0.61,0.608,0.956,0.551,0.708,0.512,0,0,0
483,1.325,0.657,0.883,0.797,0.679,0.752,1.312,1.301,0,0,0
484,1.325,0.879,1.34,0.874,0.784,1.213,1.954,1.273,0,0,0
485,1.325,0.548,0.779,0.779,0.836,0.645,0.927,1.025,0,0,0
486,1.325,0.213,0.181,0.133,2.337,0.245,0.197,-0.028,0,0,0
487,1.325,0.639,0.859,0.848,0.831,0.735,1.139,1.194,0,0,0
488,1.325,1.189,1.979,1.245,1.725,1.164,1.999,0.882,0,0,0
489,1.325,0.994,1.493,0.743,1.724,0.871,1.288,0.575,1,2,749
490,1.325,0.881,1.369,0.872,1.637,0.792,1.159,0.752,0,0,0
491,1.325,0.329,0.381,0.252,0.466,0.68,0.991,0.682,0,0,0
492,1.325,0.232,0.219,-0.06,0.132,0.242,0.418,0.169,0,0,0
493,1.325,0.359,0.429,0.204,1.086,0.355,0.433,0.364,1,3,748
494,1.325,0.646,1.171,1.745,2.378,1.313,2.174,1.04,0,0,0
495,1.325,0.414,0.519,-0.06,0.185,0.348,0.622,1.011,0,0,0
496,1.325,0.471,0.612,0.261,0.271,1.128,1.798,1.052,0,0,0
497,1.325,0.43,0.543,0.43,1.138,0.426,0.647,0.388,0,0,0
498,1.325,0.587,0.783,0.773,0.73,0.75,1.158,1.095,0,0,0
499,1.325,0.297,0.421,0.511,2.065,0.415,0.456,0.292,0,0,0
500,1.325,0.829,1.516,1.16,0.242,0.212,0.344,1.57,0,0,0
501,1.325,0.739,1.056,1.233,1.33,0.739,1.056,1.233,1,4,737
502,1.325,0.212,0.178,-0.046,0.106,0.378,0.488,0.314,0,0,0
503,1.325,0.653,0.874,-0.058,0.288,1.225,1.862,0.982,0,0,0
504,1.325,0.466,0.601,-0.059,0.504,0.479,0.812,0.844,0,0,0
505,1.325,0.372,0.446,-0.06,0.161,1.035,1.585,0.767,0,0,0
506,1.325,0.632,1.366,1.207,-1,0,0,0,0,0,0
507,1.325,0.485,0.905,1.756,2.09,0.739,1.389,1.891,0,0,0
508,1.325,0.308,0.43,0.158,1.654,0.349,0.368,0.08,0,0,0
509,1.325,0.557,0.737,0.27,0.381,1.173,1.848,0.992,0,0,0
510,1.325,0.212,0.177,-0.06,0.07,0.518,0.657,0.087,0,0,0
511,1.325,0.215,0.183,-0.06,0.331,0.542,0.696,0.336,0,0,0
512,1.325,0.638,0.853,0.32,0.393,1.257,2.043,1.111,0,0,0
513,1.325,0.526,0.69,0.07,0.343,0.967,1.522,0.885,0,0,0
514,1.325,0.607,1.127,1.052,-1,0,0,0,0,0,0
515,1.325,0.479,0.832,0.625,0.981,0.402,0.715,0.786,0,0,0
516,1.325,0.212,0.177,-0.061,0.064,0.594,0.754,0.013,0,0,0
517,1.325,0.214,0.18,-0.057,0.515,0.35,0.432,0.195,0,0,0
518,1.325,0.544,0.752,0.559,0.266,1.019,1.665,1.379,0,0,0
519,1.325,0.226,0.25,0.586,2.623,0.35,0.55,0.565,0,0,0
520,1.325,0.674,1.003,0.903,1.39,0.655,0.93,0.866,0,0,0
521,1.325,0.522,0.693,0.749,1.451,0.497,0.648,0.7,1,3,721
522,1.325,1.051,1.584,0.972,1.396,1.029,1.55,0.931,1,2,720
523,1.325,0.212,0.178,0.479,0.393,0.47,0.586,0.709,0,0,0
524,1.325,0.598,0.798,0.714,0.978,0.607,0.942,0.858,1,3,722
525,1.325,0.673,0.928,0.474,0.447,1.301,2.12,1.21,0,0,0
526,1.325,0.443,0.564,0.079,0.651,0.6,0.8,0.524,0,0,0
527,1.325,0.212,0.178,0.735,0.539,0.27,0.278,0.85,0,0,0
528,1.325,0.219,0.193,0.029,0.466,0.567,0.757,0.386,0,0,0
529,1.325,0.383,0.618,1.486,2.077,0.627,1.453,0.946,0,0,0
530,1.325,0.212,0.178,0.008,0.218,0.549,0.714,0.286,0,0,0
531,1.325,0.541,0.714,0.771,0.723,0.495,0.905,1.156,0,0,0
532,1.325,0.609,0.96,0.975,1.474,0.623,0.92,0.905,0,0,0
533,1.325,0.237,0.222,-0.015,0.321,0.648,0.958,0.489,0,0,0
534,1.325,0.451,0.605,1.187,2.049,0.384,0.767,1.024,0,0,0
535,1.325,0.709,1.002,0.305,0.553,1.267,1.789,0.977,0,0,0
536,1.325,0.273,0.354,0.5,2.18,0.315,0.297,0.304,0,0,0
537,1.325,0.215,0.185,0.532,0.927,0.215,0.183,0.654,0,0,0
538,1.325,0.615,0.825,1.099,1.055,0.647,0.992,1.315,0,0,0
539,1.325,0.658,0.884,0.438,1.346,0.655,0.878,0.421,0,0,0
540,1.325,0.349,0.497,0.795,0.472,0.483,0.641,1.299,0,0,0
541,1.325,0.825,1.221,0.719,0.638,1.11,1.835,1.348,0,0,0
542,1.325,0.574,0.807,1.078,0.259,0.736,1.165,1.713,0,0,0
543,1.325,0.574,0.767,0.524,1.244,0.582,0.776,0.512,0,0,0
544,1.325,0.608,0.819,0.847,0.709,0.803,1.226,1.171,0,0,0
545,1.325,0.44,0.56,0.439,1.183,0.396,0.555,0.519,0,0,0
546,1.325,0.502,0.781,0.743,1.039,0.445,0.761,0.985,0,0,0
547,1.325,0.309,0.404,0.877,1.898,0.323,0.709,0.651,0,0,0
548,1.325,0.431,0.546,0.053,0.333,0.997,1.527,0.824,0,0,0
549,1.325,0.643,0.952,1.144,1.613,0.594,0.732,1.161,0,0,0
550,1.325,0.658,0.884,0.865,0.692,0.898,1.448,1.3,0,0,0
551,1.325,0.807,1.185,0.692,0.833,1.031,1.602,1.102,1,2,696
552,1.325,0.222,0.197,-0.06,0.22,0.699,0.956,0.47,0,0,0
553,1.325,0.778,1.236,0.936,1.607,0.775,1.066,0.894,0,0,0
554,1.325,0.459,0.589,0.248,1.158,0.463,0.603,0.33,1,3,695
555,1.325,0.307,0.35,0.082,0.284,0.239,0.319,0.684,0,0,0
556,1.325,0.213,0.179,-0.06,0.25,0.634,0.844,0.361,0,0,0
557,1.325,0.399,0.561,0.137,0.945,0.324,0.469,0.275,0,0,0
558,1.325,0.68,0.946,0.72,0.724,0.786,1.37,1.178,0,0,0
559,1.325,0.512,0.825,0.189,0.526,0.333,0.538,1.739,0,0,0
560,1.325,0.415,0.519,0.252,0.851,0.474,0.586,0.32,0,0,0
561,1.325,0.212,1.692,1.246,0.924,0.212,0.177,1.326,0,0,0
562,1.325,1.085,1.849,0.259,0.105,0.212,0.178,1.268,0,0,0
563,1.325,0.212,0.179,0.285,2.147,0.309,0.268,-0.042,0,0,0
564,1.325,1.002,1.507,0.942,1.064,1.119,1.838,1.176,0,0,0
565,1.325,0.671,0.973,0.895,1.303,0.679,1.015,0.905,0,0,0
566,1.325,0.435,0.55,0.041,0.796,0.488,0.609,0.242,0,0,0
567,1.325,0.318,0.436,0.921,1.184,0.31,0.434,0.97,0,0,0
568,1.325,0.28,0.308,0.667,3.157,0.427,0.528,0.927,0,0,0
569,1.325,0.576,0.765,0.842,0.895,0.633,0.879,0.976,0,0,0
570,1.325,0.416,0.551,0.6,0.582,0.504,0.649,1.261,0,0,0
571,1.325,0.433,0.728,0.283,0.298,0.565,0.781,0.967,0,0,0
572,1.325,0.552,0.988,0.403,0.321,0.212,0.184,1.217,0,0,0
573,1.325,0.358,0.429,-0.035,0.453,0.404,0.655,0.663,0,0,0
574,1.325,0.656,0.881,1.417,2.161,0.973,1.747,0.796,0,0,0
575,1.325,0.576,0.89,0.363,1.323,0.576,0.89,0.363,0,0,0
576,1.325,0.443,0.656,0.619,1.637,0.443,0.672,0.477,0,0,0
577,1.325,0.212,0.177,0.025,2.203,0.212,0.177,-0.05,0,0,0
578,1.325,0.656,1.41,0.95,0.548,1.121,1.701,1.915,0,0,0
579,1.325,0.874,1.523,0.969,1.167,0.994,1.723,1.145,0,0,0
580,1.325,0.469,0.627,0.054,0.215,0.231,0.365,1.053,0,0,0
581,1.325,0.212,0.177,0.507,0.301,0.386,0.375,-0.041,0,0,0
582,1.325,0.851,1.393,1.465,2.748,0.688,0.944,0.516,0,0,0
583,1.325,1.433,2.331,1.613,1.85,1.214,1.884,1.119,0,0,0
584,1.325,0.456,0.581,-0.061,0.019,1.438,2.337,1.246,0,0,0
585,1.325,0.355,0.424,0.243,0.495,0.66,0.936,0.635,0,0,0
586,1.325,0.982,1.527,1.515,1.385,0.984,1.504,1.454,1,1,673
587,1.325,0.212,0.178,-0.061,0.092,0.763,1.224,0.473,0,0,0
588,1.325,0.372,1.192,1.246,1.752,0.775,2.331,1.054,0,0,0
589,1.325,0.655,0.878,0.926,2.823,1.052,0.876,-0.06,0,0,0
590,1.325,1.181,1.916,1.252,1.72,1.271,2.189,1.116,0,0,0
591,1.325,0.263,0.268,0.036,2.707,0.214,0.181,-0.06,0,0,0
592,1.325,0.681,0.945,0.609,0.642,1.02,1.708,1.156,0,0,0
593,1.325,0.876,1.298,0.623,0.836,1.168,1.922,1.177,0,0,0
594,1.325,0.699,1.013,0.858,1.058,0.818,1.256,0.891,0,0,0
595,1.325,0.658,0.887,0.446,0.448,1.23,2.009,1.19,0,0,0
596,1.325,0.62,0.829,0.763,0.503,0.874,1.43,1.489,0,0,0
597,1.325,0.528,0.695,0.57,1.07,0.529,0.85,0.549,0,0,0
598,1.325,1.112,1.759,1.074,2.292,0.948,1.276,0.374,1,2,665
599,1.325,0.212,0.178,0.956,2.944,0.409,0.679,0.373,0,0,0
600,1.325,0.8,1.208,0.932,0.751,1.094,1.786,1.358,0,0,0
601,1.325,0.312,0.352,0.006,0.716,0.438,0.543,0.204,0,0,0
602,1.325,0.494,0.64,-0.055,0.599,0.615,0.795,0.309,0,0,0
603,1.325,0.213,0.179,0.785,2.988,0.236,0.241,0.702,0,0,0
604,1.325,0.439,0.714,1.062,2.184,0.549,0.81,0.755,0,0,0
605,1.325,0.426,0.722,0.653,2.22,0.466,0.541,0.526,0,0,0
606,1.325,0.714,1.025,0.884,0.535,1.026,1.756,1.614,0,0,0
607,1.325,0.531,0.699,0.4,0.4,1.136,1.752,0.916,0,0,0
608,1.325,0.291,0.38,0.447,0.736,0.261,0.332,1.04,0,0,0
609,1.325,0.602,0.802,0.528,0.716,0.781,1.193,0.92,0,0,0
610,1.325,0.683,0.951,0.795,0.485,1.08,1.805,1.55,0,0,0
611,1.325,0.3,0.332,0.121,0.215,0.751,1.169,0.722,0,0,0
612,1.325,0.355,0.423,0.123,0.846,0.379,0.522,0.366,0,0,0
613,1.325,0.451,0.58,-0.003,0.084,1.217,2.023,1.211,5,99,0
614,1.325,0.659,0.89,0.717,0.435,1.163,1.906,1.437,0,0,0
615,1.325,0.877,1.413,1.321,1.471,0.845,1.318,1.156,0,0,0
616,1.325,0.298,0.328,-0.012,1.077,0.277,0.3,0.11,0,0,0
617,1.325,0.576,1.105,1.236,0.875,0.69,1.046,1.914,0,0,0
618,1.325,0.71,1.063,1.071,2.17,0.621,0.875,0.791,0,0,0
619,1.325,0.62,0.822,-0.061,0.084,1.436,2.329,1.249,0,0,0
620,1.325,0.412,0.531,0.859,2.858,0.733,0.947,0.415,0,0,0
621,1.325,0.37,0.449,0.201,0.475,0.707,1.043,0.643,0,0,0
622,1.325,0.656,0.879,0.874,0.432,1.052,1.575,1.174,0,0,0
623,1.325,0.693,1.001,0.479,0.839,0.741,1.15,1.04,0,0,0
624,1.325,0.26,0.269,1.086,2.866,0.301,0.38,1.386,0,0,0
625,1.325,0.491,0.644,0.391,0.652,0.498,0.836,0.792,0,0,0
626,1.325,0.419,0.526,-0.028,0.609,0.599,0.821,0.402,0,0,0
627,1.325,0.817,1.251,1.004,1.532,0.805,1.176,0.888,1,2,642
628,1.325,0.772,1.169,1.371,1.128,0.879,1.392,1.485,0,0,0
629,1.325,0.228,0.223,0.164,0.89,0.224,0.197,0.214,0,0,0
630,1.325,0.424,0.535,0.546,0.756,0.48,0.644,0.627,0,0,0
631,1.325,0.39,0.481,0.269,0.593,0.527,0.696,0.528,0,0,0
632,1.325,0.66,0.894,0.297,0.7,0.765,1.356,1.074,0,0,0
633,1.325,0.217,0.186,-0.06,0.6,0.35,0.4,0.113,0,0,0
634,1.325,0.262,0.321,0.672,0.749,0.279,0.222,1.036,0,0,0
635,1.325,0.49,0.637,0.624,0.515,0.705,1.105,1.101,0,0,0
636,1.325,0.389,0.478,0.445,1.231,0.397,0.492,0.498,1,4,637
637,1.325,0.213,0.179,-0.06,0.256,0.62,0.831,0.327,0,0,0
638,1.325,0.583,0.776,0.797,0.154,0.756,1.134,1.721,0,0,0
639,1.325,0.732,1.119,0.965,0.765,1.014,1.612,1.391,0,0,0
640,1.325,1.05,1.582,0.97,1.321,1.05,1.582,0.97,1,3,629
641,1.325,0.578,0.883,1.042,0.518,0.582,0.888,1.856,0,0,0
642,1.325,0.983,1.475,0.727,1.178,0.986,1.562,0.874,0,0,0
643,1.325,0.985,1.538,1.508,1.162,1.069,1.782,1.666,0,0,0
644,1.325,0.594,0.802,0.551,1.213,0.612,0.941,0.659,0,0,0
645,1.325,0.265,0.274,-0.06,0.085,1.063,1.702,0.821,0,0,0
646,1.325,0.795,1.158,-0.059,0.339,1.314,2.281,1.579,0,0,0
647,1.325,0.427,0.539,0.379,0.595,0.619,0.91,0.69,0,0,0
648,1.325,0.316,0.359,0.005,1.029,0.296,0.327,0.119,0,0,0
649,1.325,0.581,0.771,0.54,0.739,0.713,1.035,0.668,0,0,0
650,1.325,0.651,0.872,0.472,0.494,1.175,1.832,1.075,0,0,0
651,1.325,0.775,1.137,-0.059,0.22,1.325,2.154,1.313,0,0,0
652,1.325,0.761,1.089,-0.06,0.105,0.655,0.721,1.5,0,0,0
653,1.325,0.214,0.182,-0.06,0.021,0.233,2.022,1.511,0,0,0
654,1.325,0.611,0.814,0.564,3.333,0.212,0.178,0.134,0,0,0
655,1.325,0.54,0.854,0.317,1.552,0.523,0.69,0.228,0,0,0
656,1.325,0.217,0.188,0.063,0.238,0.646,0.974,0.535,0,0,0
657,1.325,0.437,0.623,-0.06,0.114,0.349,0.411,0.944,0,0,0
658,1.325,0.643,1.25,1.046,0.342,0.212,0.379,1.915,0,0,0
659,1.325,1.289,2.14,1.577,1.476,1.329,2.163,1.524,0,0,0
660,1.325,0.672,1.026,1.117,0.794,0.809,1.238,1.586,0,0,0
661,1.325,0.747,1.14,0.841,1.363,0.745,1.133,0.824,0,0,0
662,1.325,0.766,1.101,0.562,0.716,1.155,1.717,0.996,1,3,606
663,1.325,0.323,0.37,-0.035,0.391,0.673,1.014,0.562,0,0,0
664,1.325,1.332,2.182,1.521,1.799,1.331,2.233,1.213,0,0,0
665,1.325,0.284,0.469,1.085,0.593,0.212,0.197,1.915,0,0,0
666,1.325,0.212,1.095,1.242,0.524,0.23,0.196,1.915,0,0,0
667,1.325,0.442,0.562,0.324,0.84,0.484,0.615,0.606,0,0,0
668,1.325,1.008,1.527,1.057,1.258,1.064,1.663,1.125,0,0,0
669,1.325,0.698,0.99,1.454,0.921,0.762,1.096,1.413,0,0,0
670,1.325,0.245,0.291,0.34,0.115,0.378,0.431,0.521,0,0,0
671,1.325,0.512,0.791,0.712,0.794,0.377,0.619,1.308,0,0,0
672,1.325,0.37,0.447,-0.015,0.342,0.784,1.173,0.608,0,0,0
673,1.325,0.883,2.038,0.719,0.58,0.833,1.41,1.291,0,0,0
674,1.325,0.511,0.668,0.403,0.524,0.64,1.103,0.974,0,0,0
675,1.325,0.457,0.584,0.331,1.041,0.443,0.566,0.372,0,0,0
676,1.325,0.267,0.319,0.024,0.214,0.74,1.128,0.674,0,0,0
677,1.325,1.046,1.577,0.89,1.25,1.09,1.704,0.977,0,0,0
678,1.325,1.114,1.727,0.879,1.257,1.182,1.878,0.975,0,0,0
679,1.325,0.242,0.246,0.746,2.486,0.42,0.689,0.139,1,3,592
680,1.325,0.627,0.839,0.678,0.754,0.779,1.181,0.99,0,0,0
681,1.325,1.015,1.527,0.952,1.335,1.015,1.527,0.952,0,0,0
682,1.325,0.302,0.335,-0.06,0.516,0.441,0.678,0.414,0,0,0
683,1.325,0.212,0.178,-0.061,0.015,1.229,1.894,0.759,0,0,0
684,1.325,0.307,0.405,0.067,1,0.279,0.39,0.177,0,0,0
685,1.325,0.275,0.289,-0.06,0.087,1.035,1.614,0.787,0,0,0
686,1.325,0.688,0.95,0.486,0.558,1.202,1.95,1.181,0,0,0
687,1.325,0.652,0.876,1.074,1.158,0.651,0.972,1.302,0,0,0
688,1.325,0.998,1.636,1.174,1.221,1.058,1.76,1.261,0,0,0
689,1.325,0.29,0.332,0.28,0.679,0.306,0.389,0.404,0,0,0
690,1.325,0.301,0.435,0.235,0.265,0.294,0.327,0.768,0,0,0
691,1.325,0.695,0.98,1.691,1.274,0.712,1.015,1.673,0,0,0
