id,ra,dec,xpix,ypix,HAWKIKs_tot,K_flag,K_star,K_fluxrad,totmask,HAWKIKs,eHAWKIKs,VIMOSU,eVIMOSU,VIMOSB,eVIMOSB,VIMOSV,eVIMOSV,VIMOSR,eVIMOSR,VIMOSI,eVIMOSI,DECamz,eDECamz,FOURSTARJ1,eFOURSTARJ1,HAWKIJ,eHAWKIJ,IRAC1,eIRAC1,IRAC2,eIRAC2,IRAC3,eIRAC3,IRAC4,eIRAC4
2337,9.041934,-43.20348,387.42,1559.71,3.847,0,0.32,1.498,0,2.224,0.603,0.897,0.166,1.153,0.09,1.324,0.158,0.873,0.106,1.195,0.183,1.552,0.12,2.105,0.42,2.264,0.268,3.925,0.359,3.777,0.41,-3.875,1.825,-0.613,2.383
2338,9.062075,-43.203571,123.17,1557.72,5.176,0,0.0,2.268,1,2.373,0.6,-0.222,0.166,0.296,0.09,0.724,0.158,-0.054,0.164,1.022,0.226,0.915,0.12,0.896,0.426,1.083,0.27,3.428,0.314,4.831,0.36,6.341,1.604,-4.332,1.935
2339,8.954837,-43.203823,1530.19,1554.08,33.091,0,0.04,1.862,0,17.262,0.375,0.091,0.083,0.108,0.057,0.213,0.092,0.455,0.078,1.621,0.128,2.875,0.123,5.912,0.425,7.983,0.189,18.43,0.327,16.534,0.372,7.852,1.653,4.167,2.1
2340,9.020319,-43.203735,671.02,1555.38,9.879,0,0.02,1.529,0,5.925,0.448,1.637,0.096,2.377,0.074,4.122,0.111,4.434,0.095,4.953,0.158,4.769,0.127,4.37,0.594,5.111,0.21,2.7,0.264,2.633,0.302,3.033,1.314,4.557,1.613
2341,9.024174,-43.203617,620.45,1557.47,5.219,0,0.0,2.449,0,2.617,0.483,1.093,0.096,1.902,0.074,2.632,0.111,2.609,0.095,2.789,0.158,2.366,0.122,2.622,0.512,2.717,0.227,0.96,0.321,0.066,0.368,6.123,1.634,0.144,2.043
2342,8.852941,-43.203606,2867.14,1557.15,2.968,0,0.0,1.641,1,2.273,0.605,0.503,0.166,0.584,0.09,1.03,0.161,1.352,0.137,1.527,0.218,2.002,0.122,-999.0,9999.0,2.122,0.36,1.515,0.215,0.907,0.268,-1.553,1.093,-8.384,2.544
2343,8.890598,-43.203671,2373.04,1556.51,1.964,0,0.0,1.256,0,1.541,0.487,0.434,0.083,0.763,0.057,0.78,0.092,0.808,0.08,0.851,0.128,0.766,0.117,0.68,0.599,0.842,0.271,0.262,0.256,0.126,0.293,0.617,1.271,-3.291,1.681
2344,8.951367,-43.203808,1575.72,1554.37,7.409,0,0.0,2.453,0,3.762,0.377,0.164,0.083,0.378,0.057,0.344,0.092,0.529,0.078,0.631,0.128,1.018,0.119,1.527,0.427,1.681,0.189,6.308,0.392,6.737,0.448,9.933,2.043,-4.733,2.536
2345,8.956344,-43.203911,1510.43,1552.52,51.414,0,0.03,2.267,0,26.3,0.378,0.03,0.083,0.118,0.057,0.269,0.092,0.563,0.078,2.401,0.135,4.438,0.126,8.57,0.426,12.506,0.19,28.307,0.287,26.873,0.327,19.884,1.462,8.298,1.86
2346,8.975034,-43.203625,1265.19,1557.62,1.399,0,0.1,1.45,0,0.941,0.377,0.325,0.092,0.34,0.057,0.311,0.092,0.313,0.078,0.472,0.128,0.585,0.117,0.694,0.43,0.805,0.19,1.116,0.306,0.547,0.352,0.593,1.563,-3.227,1.94
2347,8.992083,-43.203785,1041.51,1554.65,9.851,0,1.0,1.137,0,5.692,0.404,-0.004,0.083,0.48,0.057,1.505,0.092,2.8,0.078,4.935,0.128,5.657,0.128,6.253,0.429,6.981,0.209,1.678,0.332,1.825,0.381,-2.731,1.696,4.437,2.154
2348,8.853563,-43.203789,2858.97,1553.84,7.779,0,0.0,2.123,1,4.206,0.597,0.476,0.166,0.781,0.09,0.891,0.161,1.018,0.137,1.754,0.218,2.414,0.123,-999.0,9999.0,2.461,0.351,2.889,0.262,2.092,0.326,6.295,1.331,-4.979,3.107
2349,8.874291,-43.203754,2587.0,1554.81,1.744,0,0.0,1.604,1,1.141,0.491,0.282,0.096,0.39,0.074,0.756,0.112,0.452,0.096,0.554,0.154,0.487,0.118,-999.0,9999.0,0.892,0.272,1.75,0.268,1.424,0.306,1.504,1.389,-6.979,1.723
2350,8.898714,-43.203854,2266.56,1553.24,8.256,0,0.03,1.948,0,4.651,0.44,0.338,0.083,0.476,0.057,0.615,0.092,0.928,0.078,2.047,0.128,2.264,0.121,2.444,0.435,2.911,0.231,3.254,0.258,2.013,0.297,-2.079,1.181,-0.749,1.382
2351,8.904065,-43.203777,2196.35,1554.72,1.75,0,0.0,1.364,0,2.248,0.402,0.112,0.083,0.231,0.057,0.335,0.092,0.42,0.078,0.973,0.128,1.201,0.119,0.994,0.42,1.446,0.207,2.059,0.08,1.534,0.095,-1.77,0.381,-0.804,0.44
2352,8.907338,-43.203793,2153.4,1554.46,3.376,0,0.04,1.439,0,2.419,0.393,0.394,0.083,0.581,0.057,0.788,0.092,0.871,0.078,0.872,0.137,0.897,0.118,0.063,0.424,1.008,0.199,4.536,0.155,5.82,0.18,7.108,0.769,4.635,0.944
2353,8.9686,-43.203762,1349.62,1555.18,1.48,0,0.0,1.677,0,0.626,0.377,0.211,0.085,0.251,0.057,0.184,0.092,0.234,0.078,0.161,0.128,0.497,0.118,0.412,0.43,0.905,0.19,1.164,0.389,1.099,0.448,4.095,1.923,4.98,2.552
2354,8.960507,-43.203815,1455.79,1554.19,1.342,0,0.02,1.376,0,0.585,0.377,0.005,0.083,-0.01,0.057,0.031,0.092,0.032,0.078,0.064,0.127,0.169,0.116,0.153,0.425,0.421,0.188,3.087,0.74,-0.257,0.844,-1.885,3.768,-8.9,4.788
2355,8.946207,-43.203945,1643.42,1551.85,2.58,0,0.0,2.212,0,1.196,0.395,0.43,0.092,0.495,0.057,0.454,0.092,0.641,0.078,0.742,0.128,0.708,0.117,0.807,0.428,0.974,0.197,1.447,0.584,1.994,0.659,0.818,2.987,-2.45,3.88
2356,8.987785,-43.203949,1097.88,1551.74,1.796,0,0.01,1.24,0,1.189,0.409,-0.009,0.083,0.072,0.061,0.19,0.092,0.504,0.078,1.125,0.128,1.046,0.119,1.467,0.426,1.0,0.212,0.882,0.48,0.286,0.547,-5.665,2.437,-2.109,3.163
2357,9.043799,-43.204159,362.96,1547.42,85.447,0,0.04,2.554,0,41.974,0.601,0.607,0.166,0.935,0.09,1.333,0.159,1.752,0.134,3.378,0.226,5.402,0.129,11.25,0.426,19.392,0.272,60.314,0.288,77.054,0.329,63.351,1.496,63.234,1.841
2358,8.993764,-43.204208,1019.45,1547.01,4.418,0,0.0,2.864,0,2.013,0.398,0.29,0.083,0.411,0.057,0.809,0.092,0.986,0.078,1.138,0.128,1.229,0.119,1.51,0.426,1.24,0.203,0.321,0.251,0.135,0.291,1.192,1.261,2.455,1.644
2359,9.010978,-43.204216,793.6,1546.8,11.271,0,0.0,2.53,0,5.849,0.376,0.175,0.096,0.207,0.074,0.303,0.111,0.16,0.088,0.488,0.157,0.766,0.117,1.407,0.633,1.911,0.189,10.043,0.249,14.259,0.285,17.684,1.224,14.917,1.574
2360,8.885387,-43.204639,2441.4,1538.99,169.352,0,0.05,2.359,1,80.865,0.49,0.823,0.096,1.254,0.074,1.808,0.112,3.451,0.088,9.989,0.154,17.224,0.152,22.661,1.096,34.368,0.27,99.895,0.285,92.33,0.321,54.948,1.416,46.359,1.824
2361,8.904857,-43.204338,2185.95,1544.6,3.541,0,0.0,2.165,0,2.127,0.399,0.185,0.083,0.274,0.057,0.325,0.092,0.482,0.078,0.888,0.128,1.068,0.119,0.329,0.425,1.319,0.206,1.529,0.233,0.784,0.271,-0.106,1.145,2.24,1.322
2362,8.98075,-43.204292,1190.19,1545.59,2.256,0,0.01,2.29,0,1.597,0.405,0.239,0.083,0.454,0.059,0.481,0.092,0.512,0.078,0.54,0.127,0.462,0.117,0.464,0.426,1.152,0.206,0.968,0.245,0.834,0.279,1.564,1.244,3.289,1.637
2363,8.892735,-43.204403,2345.01,1543.3,3.324,0,0.0,2.331,0,2.128,0.486,0.905,0.084,0.932,0.057,0.932,0.092,0.895,0.078,0.803,0.129,0.984,0.118,1.355,0.534,1.406,0.271,1.293,0.243,0.571,0.28,1.778,1.223,-1.194,1.577
2364,8.857896,-43.204529,2802.11,1540.58,59.419,0,0.03,2.73,1,27.862,0.517,0.993,0.165,1.314,0.09,1.953,0.161,2.954,0.137,6.568,0.218,7.864,0.135,-999.0,9999.0,12.776,0.294,28.206,0.27,22.371,0.325,16.223,1.365,19.509,2.876
2365,8.860624,-43.204399,2766.31,1542.99,1.569,0,0.0,1.289,1,0.877,0.492,0.044,0.096,0.155,0.074,0.198,0.112,0.297,0.118,0.603,0.178,0.763,0.117,-999.0,9999.0,0.726,0.272,2.037,0.28,1.694,0.32,-3.438,1.459,-6.394,1.81
2366,8.959076,-43.20446,1474.58,1542.65,1.293,0,0.0,1.119,0,0.057,0.376,-0.025,0.083,0.041,0.057,0.031,0.092,0.045,0.078,0.085,0.128,0.163,0.117,0.542,0.425,0.542,0.19,-0.372,-0.042,-0.319,-0.048,-0.043,-0.212,-0.161,-0.28
2367,8.972279,-43.20459,1301.34,1540.28,10.244,0,0.01,2.05,0,5.507,0.377,0.154,0.083,0.075,0.057,0.115,0.092,0.299,0.078,0.695,0.128,1.06,0.118,1.128,0.428,2.04,0.19,7.861,0.292,7.592,0.34,2.512,1.482,1.934,1.918
2368,8.854116,-43.204506,2851.69,1540.93,5.073,0,0.03,2.088,1,2.74,0.584,0.742,0.166,0.953,0.09,0.93,0.161,1.34,0.137,2.042,0.218,2.264,0.122,-999.0,9999.0,2.675,0.341,2.401,0.256,1.43,0.319,3.071,1.288,17.257,3.034
2369,8.915191,-43.204769,2050.36,1536.94,100.327,0,0.03,2.683,0,47.976,0.379,2.48,0.083,2.76,0.057,3.848,0.092,5.166,0.078,10.488,0.128,14.607,0.148,18.168,0.426,22.757,0.191,51.841,0.273,43.07,0.318,25.771,1.386,18.486,1.745
2370,8.911698,-43.204586,2096.18,1540.22,1.316,0,0.05,1.167,0,0.736,0.379,0.053,0.083,0.103,0.059,0.184,0.092,0.151,0.078,0.019,0.128,0.289,0.117,0.233,0.425,0.564,0.191,1.148,0.434,0.941,0.496,1.403,2.147,1.759,2.665
2371,8.957999,-43.204712,1488.7,1538.11,5.24,0,0.0,1.592,0,3.341,0.378,0.069,0.083,-0.027,0.057,-0.071,0.092,0.015,0.078,0.085,0.128,0.342,0.117,0.477,0.427,1.23,0.19,5.886,0.417,6.646,0.478,7.79,2.12,6.31,2.789
2372,8.997333,-43.204678,972.63,1538.57,3.144,0,0.0,2.373,0,1.422,0.389,0.164,0.083,0.183,0.057,0.257,0.092,0.386,0.082,0.365,0.128,0.38,0.117,0.706,0.426,0.378,0.195,1.467,0.319,2.302,0.364,5.1,1.612,-0.543,2.129
2373,8.858884,-43.204643,2789.15,1538.55,9.178,0,0.98,1.073,1,7.191,0.495,0.296,0.128,0.736,0.081,1.788,0.143,3.305,0.129,5.885,0.209,6.913,0.132,-999.0,9999.0,8.514,0.278,5.583,0.19,5.194,0.218,0.212,0.968,6.723,1.231
2374,8.91648,-43.204655,2033.45,1538.98,1.338,0,0.0,1.194,0,1.59,0.379,0.531,0.083,0.626,0.057,0.671,0.096,0.642,0.078,0.83,0.128,1.353,0.119,2.512,0.422,1.243,0.19,2.164,0.081,1.892,0.093,0.6,0.415,2.217,0.531
2375,8.927874,-43.204746,1883.97,1537.38,6.75,0,0.02,1.516,0,3.954,0.416,0.756,0.083,0.996,0.057,1.274,0.092,1.267,0.078,1.706,0.128,1.637,0.12,2.792,0.431,2.802,0.198,4.588,0.321,4.8,0.363,2.937,1.668,-5.166,2.073
2376,9.026989,-43.204735,583.53,1537.28,9.255,0,0.08,1.637,0,5.16,0.513,1.368,0.096,1.889,0.074,1.947,0.112,1.973,0.095,2.012,0.158,2.896,0.123,2.389,0.469,4.408,0.237,4.274,0.336,4.555,0.383,5.293,1.696,4.162,2.087
2377,8.882821,-43.204815,2475.06,1535.79,20.304,0,0.04,1.83,1,11.285,0.49,0.523,0.107,0.581,0.074,0.789,0.112,1.12,0.089,2.303,0.155,3.48,0.124,4.708,1.526,5.9,0.272,12.181,0.293,12.064,0.338,10.277,1.497,1.299,1.895
2378,8.942655,-43.204773,1690.03,1536.98,1.935,0,0.0,1.343,0,0.747,0.418,0.179,0.083,0.23,0.057,0.029,0.092,0.319,0.078,0.274,0.128,0.307,0.116,0.568,0.428,0.771,0.211,2.508,0.409,3.424,0.464,-2.261,2.071,7.465,2.632
2379,8.952997,-43.204956,1554.33,1533.66,29.856,0,0.04,1.666,0,16.471,0.377,-0.033,0.083,0.091,0.057,0.069,0.092,0.428,0.078,1.506,0.128,2.822,0.123,5.321,0.429,8.004,0.189,17.308,0.337,16.011,0.387,7.244,1.747,5.559,2.178
2380,9.0188,-43.204739,690.98,1537.28,2.394,0,0.0,2.111,0,1.5,0.433,0.21,0.096,0.288,0.074,0.173,0.111,0.257,0.095,0.333,0.157,0.274,0.117,-0.415,0.656,0.245,0.203,0.213,0.243,0.188,0.279,-3.805,1.228,-4.265,1.518
2381,8.934213,-43.20491,1800.79,1534.48,12.601,0,0.05,1.517,0,6.982,0.422,0.29,0.083,0.451,0.057,0.512,0.092,0.758,0.078,1.417,0.128,2.328,0.122,2.994,0.425,3.641,0.213,8.097,0.327,8.243,0.368,3.019,1.644,7.423,2.142
2382,8.951552,-43.204887,1573.29,1534.9,6.463,0,0.09,1.713,0,3.726,0.377,0.032,0.083,0.001,0.057,-0.034,0.095,0.083,0.078,0.299,0.131,0.499,0.117,0.601,0.429,1.425,0.19,5.338,0.344,4.785,0.392,0.487,1.786,5.935,2.224
2383,8.974421,-43.204796,1273.24,1536.53,1.598,0,0.01,1.453,0,1.254,0.376,0.132,0.083,0.219,0.06,0.207,0.092,0.225,0.078,0.18,0.128,0.308,0.117,0.704,0.423,0.738,0.19,1.211,0.252,1.303,0.291,3.785,1.252,-0.551,1.636
2384,8.983614,-43.204941,1152.63,1533.88,7.915,0,0.08,1.514,0,4.703,0.413,0.022,0.083,0.2,0.057,0.56,0.092,1.277,0.078,1.992,0.128,2.386,0.121,3.215,0.425,3.063,0.207,2.703,0.283,2.564,0.319,3.822,1.392,4.838,1.809
2385,8.988906,-43.204906,1083.19,1534.51,1.929,0,0.01,1.297,0,1.507,0.401,0.435,0.09,0.435,0.057,0.554,0.092,0.421,0.078,0.46,0.128,0.858,0.118,0.903,0.422,0.825,0.212,0.876,0.32,0.4,0.365,3.849,1.579,5.18,2.052
2386,9.022314,-43.204899,644.87,1534.4,3.327,0,0.0,1.961,0,1.751,0.468,1.301,0.096,2.153,0.074,3.992,0.111,2.439,0.095,2.59,0.157,2.648,0.122,3.112,0.518,2.44,0.216,1.37,0.588,2.033,0.67,-1.778,3.007,-3.236,3.614
2387,9.031705,-43.204865,521.66,1534.87,4.516,0,0.62,1.673,0,2.335,0.601,0.756,0.096,0.89,0.079,0.791,0.112,0.913,0.095,1.444,0.158,1.57,0.12,1.491,0.429,1.773,0.272,1.935,0.254,1.524,0.29,-3.24,1.246,0.176,1.596
2388,8.968693,-43.205032,1348.4,1532.33,4.26,0,0.0,2.03,0,2.266,0.377,0.282,0.083,0.313,0.057,0.378,0.092,0.59,0.078,0.873,0.128,1.003,0.118,1.334,0.427,2.107,0.19,2.812,0.368,2.644,0.425,6.193,1.843,6.849,2.352
2389,9.009982,-43.204956,806.67,1533.49,1.529,0,0.0,1.283,0,1.066,0.377,0.228,0.096,0.316,0.074,0.349,0.112,0.372,0.088,0.516,0.158,0.61,0.118,1.064,0.605,1.412,0.19,2.778,0.223,4.214,0.258,3.407,1.107,4.142,1.432
2390,9.016049,-43.20491,727.06,1534.26,1.431,0,0.01,1.31,0,0.634,0.406,0.198,0.107,0.315,0.074,0.217,0.112,0.376,0.095,0.442,0.158,0.564,0.118,0.085,0.66,0.528,0.197,1.173,0.518,0.662,0.597,-1.04,2.608,9.385,3.25
2391,8.936542,-43.20525,1770.23,1528.36,87.22,2,0.03,2.604,0,41.986,0.414,1.174,0.083,1.731,0.057,3.597,0.092,7.603,0.078,14.1,0.128,17.506,0.154,22.588,0.425,24.766,0.211,25.37,0.275,18.734,0.316,13.049,1.422,10.953,1.78
2392,8.93714,-43.205078,1762.38,1531.48,5.593,3,0.0,1.742,0,8.052,0.414,0.814,0.083,1.083,0.057,1.469,0.091,2.07,0.078,3.377,0.127,4.725,0.127,5.536,0.433,5.441,0.209,6.311,0.142,5.288,0.163,2.82,0.74,1.032,0.92
2393,9.010554,-43.204517,799.16,1541.38,5.754,0,0.0,3.158,0,3.446,0.377,0.004,0.096,0.106,0.074,0.179,0.112,0.238,0.088,0.525,0.158,0.54,0.117,0.5,0.625,1.193,0.189,6.412,0.218,9.72,0.251,11.423,1.072,10.776,1.39
2394,8.976102,-43.205418,1251.19,1525.34,52.86,0,0.05,1.947,0,27.64,0.383,-0.07,0.083,0.079,0.057,0.396,0.092,0.622,0.078,2.092,0.128,3.451,0.125,8.298,0.433,14.353,0.192,32.848,0.281,36.302,0.327,19.986,1.422,18.815,1.845
2395,9.034061,-43.205124,490.75,1530.23,16.411,0,0.09,1.812,0,9.303,0.603,-0.301,0.096,-0.15,0.074,0.344,0.112,0.197,0.095,0.511,0.158,0.705,0.118,1.183,0.426,2.804,0.272,13.24,0.285,17.241,0.326,13.314,1.402,7.595,1.798
2396,9.070539,-43.205029,12.15,1531.41,8.464,0,0.01,2.141,1,4.639,0.762,0.706,0.174,0.627,0.089,0.325,0.156,0.955,0.162,1.284,0.211,1.736,0.159,2.863,0.426,1.991,0.339,1.752,0.285,1.857,0.295,20.264,2.528,2.005,2.563
2397,9.043889,-43.20509,361.79,1530.72,3.177,0,0.01,1.728,0,2.404,0.596,0.674,0.166,0.509,0.09,0.56,0.158,0.857,0.134,1.228,0.225,1.521,0.12,1.185,0.421,1.898,0.267,4.842,0.135,5.357,0.154,6.024,0.699,3.178,0.885
2398,9.053411,-43.205284,236.87,1527.08,178.711,0,0.98,1.262,0,104.743,0.599,0.258,0.167,1.121,0.09,5.415,0.159,11.034,0.134,54.052,0.226,74.013,0.235,97.749,0.424,116.192,0.269,44.466,0.309,30.751,0.351,18.541,1.552,4.391,1.911
2399,8.949462,-43.2052,1600.72,1529.32,2.957,0,0.09,1.495,0,2.076,0.376,0.093,0.083,0.145,0.057,0.106,0.092,0.224,0.078,0.171,0.128,0.509,0.118,0.845,0.427,1.025,0.189,1.723,0.228,1.69,0.26,-1.67,1.174,2.147,1.505
2400,9.004421,-43.205215,879.63,1528.87,2.72,0,0.0,1.915,0,1.346,0.377,0.311,0.086,0.321,0.057,0.275,0.092,0.157,0.078,0.791,0.128,0.968,0.118,1.843,0.465,1.159,0.189,0.967,0.403,0.362,0.461,-2.93,1.99,-2.101,2.548
2401,8.855705,-43.205341,2830.82,1525.95,16.088,0,0.01,2.311,1,8.703,0.559,0.812,0.166,0.933,0.09,1.122,0.161,1.729,0.137,2.82,0.218,4.236,0.127,-999.0,9999.0,5.715,0.324,8.437,0.286,7.379,0.354,-8.571,1.449,5.236,3.895
2402,8.937556,-43.205265,1756.92,1528.13,2.055,0,0.37,1.329,0,3.451,0.414,0.435,0.083,0.76,0.057,1.03,0.092,1.335,0.078,1.976,0.128,2.499,0.123,3.44,0.43,3.213,0.209,3.261,0.114,2.847,0.131,1.778,0.584,0.792,0.736
2403,9.040807,-43.205284,402.24,1527.22,5.272,0,0.0,2.099,0,2.888,0.599,0.015,0.166,0.112,0.09,0.127,0.158,0.286,0.109,0.677,0.183,0.755,0.118,1.177,0.43,1.727,0.27,4.273,0.282,4.235,0.322,9.742,1.403,1.717,1.823
2404,8.852138,-43.205383,2877.64,1525.12,9.178,0,0.05,1.661,1,5.472,0.617,0.59,0.166,0.707,0.09,0.753,0.161,1.041,0.137,1.217,0.218,2.076,0.121,-999.0,9999.0,3.814,0.365,4.554,0.293,5.326,0.365,-0.397,1.468,16.298,3.498
2405,8.891555,-43.20533,2360.47,1526.61,2.356,0,0.0,1.639,0,1.035,0.487,0.018,0.083,0.141,0.057,0.063,0.092,0.164,0.078,0.322,0.128,0.317,0.116,0.427,0.61,0.674,0.27,1.618,0.627,1.652,0.723,-4.966,3.144,-17.426,3.969
2406,9.000493,-43.205334,931.16,1526.71,2.232,0,0.67,1.413,0,1.479,0.377,0.241,0.083,0.429,0.057,0.664,0.092,0.569,0.078,0.511,0.128,0.592,0.117,1.064,0.425,0.868,0.189,1.189,0.287,1.346,0.326,-0.716,1.421,-0.234,1.798
2407,8.859464,-43.205341,2781.52,1526.01,2.446,0,0.12,1.266,1,1.506,0.493,0.566,0.096,0.557,0.074,0.57,0.112,0.711,0.118,0.818,0.178,1.283,0.119,-999.0,9999.0,1.335,0.276,1.477,0.196,1.324,0.224,1.432,0.998,-4.921,1.268
2408,8.943448,-43.205475,1679.62,1524.33,5.84,3,0.05,1.757,0,5.299,0.41,0.118,0.083,0.193,0.057,0.39,0.092,0.445,0.078,0.812,0.128,1.203,0.119,1.736,0.427,2.34,0.207,6.2,0.19,6.06,0.216,4.919,0.96,6.283,1.22
2409,8.943804,-43.205856,1674.95,1517.46,24.382,3,0.03,1.896,0,14.127,0.408,0.806,0.083,0.791,0.057,1.287,0.092,1.681,0.078,3.675,0.128,4.837,0.127,6.315,0.426,7.058,0.207,16.128,0.277,14.281,0.314,10.059,1.395,10.941,1.772
2410,8.943607,-43.206131,1677.53,1512.52,5.005,3,0.01,1.529,0,5.853,0.41,0.571,0.083,0.686,0.057,1.0,0.092,1.505,0.078,2.372,0.128,2.582,0.122,4.249,0.431,3.431,0.207,6.939,0.193,5.836,0.218,4.073,0.969,4.313,1.231
2411,9.048228,-43.205521,304.87,1522.88,23.248,0,0.02,2.513,0,11.421,0.597,0.921,0.167,1.195,0.09,1.775,0.159,2.081,0.134,4.331,0.226,5.553,0.129,6.474,0.428,7.111,0.269,9.523,0.3,8.171,0.339,7.846,1.497,1.132,1.838
2412,8.983747,-43.20554,1150.88,1523.1,6.803,0,0.11,1.535,0,4.339,0.413,0.073,0.083,0.087,0.057,0.094,0.092,0.287,0.078,0.625,0.129,0.563,0.118,1.119,0.429,1.558,0.208,5.305,0.277,6.86,0.312,8.517,1.362,2.016,1.769
2413,9.032545,-43.205448,510.64,1524.41,4.325,0,0.67,1.773,0,2.402,0.599,0.09,0.096,0.158,0.078,0.154,0.112,0.36,0.095,0.507,0.158,0.754,0.118,0.939,0.43,1.05,0.269,1.888,0.267,2.007,0.306,-0.622,1.314,-0.164,1.685
2414,8.941511,-43.205479,1705.03,1524.28,1.408,0,0.0,1.338,0,0.601,0.423,0.155,0.083,0.21,0.057,0.254,0.092,0.338,0.078,0.249,0.128,0.328,0.117,1.08,0.429,0.408,0.212,3.426,1.382,7.313,1.575,-5.432,7.033,-4.619,9.022
2415,8.954514,-43.205593,1534.44,1522.25,14.729,2,0.87,1.346,0,9.875,0.377,-0.001,0.083,0.041,0.057,-0.039,0.092,0.184,0.078,0.619,0.128,1.458,0.12,2.44,0.429,4.412,0.19,11.749,0.252,10.903,0.289,5.269,1.284,5.816,1.627
2416,8.954569,-43.206142,1533.71,1512.34,25.204,2,0.19,1.486,0,15.895,0.377,0.028,0.083,0.056,0.057,0.035,0.092,0.323,0.078,0.931,0.128,1.93,0.121,3.574,0.426,6.36,0.189,19.28,0.245,17.874,0.281,12.768,1.275,6.76,1.585
2417,9.03587,-43.20562,467.03,1521.24,5.268,0,0.01,1.825,0,2.572,0.602,0.019,0.166,0.276,0.09,0.523,0.158,0.508,0.104,0.778,0.183,0.767,0.118,0.403,0.424,1.345,0.27,3.61,0.421,3.456,0.482,3.559,2.133,9.935,2.675
2418,8.956986,-43.206615,1501.99,1503.8,232.143,2,0.03,4.764,0,73.494,0.375,0.188,0.084,0.089,0.057,0.438,0.091,1.277,0.078,5.382,0.127,9.676,0.138,20.628,0.428,30.253,0.188,90.733,0.244,87.486,0.278,57.6,1.291,38.197,1.637
2419,8.955708,-43.20639,1518.77,1507.85,38.965,3,0.57,1.503,0,24.811,0.377,0.053,0.083,0.037,0.057,0.219,0.092,0.625,0.078,2.069,0.128,3.989,0.125,7.918,0.43,11.225,0.19,30.691,0.245,30.999,0.282,18.157,1.284,14.946,1.599
2420,8.971016,-43.205692,1317.91,1520.44,8.071,0,0.08,1.603,0,4.312,0.376,-0.051,0.083,-0.053,0.057,-0.039,0.092,0.017,0.078,-0.015,0.128,0.448,0.117,0.169,0.425,1.296,0.189,7.516,0.356,9.186,0.408,0.772,1.745,-0.712,2.286
2421,9.014212,-43.205894,751.19,1516.56,46.051,0,0.0,3.691,0,18.704,0.391,1.731,0.096,2.214,0.074,4.056,0.111,6.978,0.095,9.51,0.157,11.015,0.141,10.811,0.64,13.219,0.193,8.681,0.252,7.096,0.29,3.569,1.25,5.162,1.603
2422,9.045551,-43.205952,340.0,1515.17,53.654,0,0.02,3.681,0,22.057,0.6,2.556,0.166,3.373,0.09,6.618,0.158,8.997,0.134,11.701,0.225,13.484,0.147,13.687,0.422,16.031,0.269,11.83,0.258,10.972,0.295,14.249,1.31,12.796,1.658
2423,9.055441,-43.205608,210.25,1521.21,2.283,0,0.14,1.581,1,1.431,0.595,0.079,0.166,0.279,0.09,0.544,0.158,0.549,0.134,0.638,0.226,0.706,0.118,0.476,0.424,0.693,0.268,2.008,0.293,1.912,0.333,-6.206,1.473,-5.202,1.793
2424,8.865917,-43.206463,2696.82,1505.91,186.325,2,0.13,2.075,1,92.292,0.489,1.01,0.096,1.295,0.074,4.206,0.112,9.565,0.118,29.217,0.178,36.317,0.186,-999.0,9999.0,50.776,0.271,73.212,0.279,49.832,0.32,40.588,1.421,22.537,1.85
2425,8.866267,-43.207153,2692.22,1493.52,14.177,3,0.0,3.915,1,9.376,0.49,1.462,0.096,1.805,0.074,2.86,0.112,3.797,0.118,5.166,0.177,5.854,0.13,-999.0,9999.0,6.542,0.273,8.512,0.127,5.942,0.145,6.121,0.649,6.418,0.824
2426,8.875929,-43.20668,2565.46,1502.14,8623.299,0,0.99,1.162,1,4923.493,0.491,3602.72,0.096,1545.585,0.074,2010.058,0.113,1174.06,0.096,1836.819,0.155,6725.18,2.043,-999.0,9999.0,7964.88,0.268,1515.566,0.313,1033.166,0.357,641.75,1.593,337.12,2.05
2427,8.949856,-43.206005,1595.55,1514.79,16.604,0,0.02,1.999,0,9.029,0.377,2.689,0.083,3.446,0.057,4.091,0.092,4.105,0.078,4.396,0.128,4.917,0.127,6.569,0.428,7.18,0.189,8.883,0.295,8.9,0.337,6.126,1.494,2.596,1.971
2428,8.951135,-43.205845,1578.76,1517.68,2.837,0,0.0,1.704,0,1.888,0.376,0.026,0.083,0.133,0.057,0.207,0.101,0.166,0.078,0.285,0.128,0.462,0.117,0.634,0.435,1.276,0.189,2.12,0.35,4.039,0.399,0.916,1.803,-0.8,2.281
2429,8.928147,-43.205875,1880.37,1517.05,3.071,0,0.0,1.956,0,1.436,0.421,0.299,0.083,0.344,0.057,0.568,0.092,0.884,0.078,1.381,0.128,1.284,0.119,1.315,0.429,1.261,0.201,1.842,0.355,1.522,0.404,2.938,1.833,2.27,2.285
2430,8.95544,-43.205898,1522.29,1516.7,5.476,0,0.0,1.705,0,6.972,0.377,-0.066,0.083,0.035,0.057,0.122,0.092,0.244,0.078,0.683,0.128,1.405,0.12,2.955,0.427,3.28,0.189,8.871,0.147,8.406,0.168,4.403,0.763,5.03,0.949
