id,ra,dec,xpix,ypix,HAWKIKs_tot,K_flag,K_star,K_fluxrad,totmask,HAWKIKs,eHAWKIKs,VIMOSU,eVIMOSU,VIMOSB,eVIMOSB,VIMOSV,eVIMOSV,VIMOSR,eVIMOSR,VIMOSI,eVIMOSI,DECamz,eDECamz,FOURSTARJ1,eFOURSTARJ1,HAWKIJ,eHAWKIJ,IRAC1,eIRAC1,IRAC2,eIRAC2,IRAC3,eIRAC3,IRAC4,eIRAC4
2431,9.034513,-43.205791,484.83,1518.15,1.866,0,0.69,1.177,0,1.7,0.603,-0.263,0.096,-0.014,0.074,0.712,0.112,0.326,0.095,0.605,0.158,0.788,0.118,0.469,0.424,1.019,0.268,2.494,0.155,3.204,0.178,2.289,0.766,-0.576,0.983
2432,8.867307,-43.205978,2678.6,1514.62,12.223,0,0.0,2.997,1,6.056,0.492,0.775,0.096,0.99,0.089,1.962,0.112,2.828,0.096,3.626,0.155,4.335,0.127,-999.0,9999.0,4.676,0.271,4.641,0.174,3.696,0.199,0.405,0.883,1.544,1.123
2433,8.980613,-43.206017,1192.0,1514.54,2.38,0,0.0,2.101,0,1.561,0.404,0.175,0.087,0.244,0.057,0.451,0.092,0.479,0.078,0.593,0.135,0.575,0.118,0.756,0.427,0.971,0.207,0.108,0.269,0.416,0.309,4.17,1.34,-4.94,1.745
2434,8.998995,-43.206135,950.84,1512.35,1.826,0,0.0,1.936,0,1.843,0.376,0.315,0.083,0.399,0.057,0.768,0.092,0.906,0.078,0.864,0.128,0.977,0.118,0.657,0.427,1.455,0.189,2.119,0.233,2.749,0.263,1.238,1.156,2.173,1.45
2435,8.969466,-43.206314,1338.26,1509.27,4.557,0,0.0,2.394,0,2.709,0.376,0.291,0.087,0.497,0.057,0.676,0.092,0.655,0.078,0.505,0.128,0.775,0.118,0.786,0.424,1.77,0.19,2.058,0.25,2.27,0.286,0.099,1.231,0.72,1.577
2436,8.999625,-43.20631,942.56,1509.18,5.282,0,0.01,1.868,0,3.314,0.376,0.216,0.083,0.404,0.057,0.922,0.092,1.199,0.078,1.111,0.128,1.433,0.119,1.549,0.422,2.154,0.189,3.976,0.281,4.75,0.318,8.907,1.395,0.65,1.749
2437,8.911026,-43.206352,2105.0,1508.36,5.224,3,0.01,1.588,0,6.966,0.378,1.17,0.083,1.507,0.057,1.727,0.092,2.748,0.078,3.819,0.128,3.901,0.126,5.483,0.423,4.839,0.191,5.158,0.151,3.547,0.175,5.979,0.758,0.679,0.928
2438,8.911554,-43.206596,2098.05,1503.98,56.823,2,0.03,2.316,0,29.304,0.379,5.776,0.083,7.043,0.057,8.407,0.092,13.015,0.078,16.713,0.128,17.479,0.153,23.662,0.425,20.191,0.191,19.007,0.262,14.392,0.303,15.951,1.318,15.003,1.636
2439,8.990589,-43.206318,1061.12,1509.12,4.543,0,0.01,1.509,0,2.636,0.401,0.861,0.083,0.873,0.057,1.009,0.092,1.01,0.078,1.594,0.128,1.866,0.12,2.145,0.426,1.82,0.211,3.035,0.341,2.847,0.393,-2.264,1.754,-6.575,2.251
2440,8.93567,-43.20644,1781.66,1506.94,22.669,0,0.42,1.334,0,14.106,0.417,-0.031,0.083,0.051,0.057,0.189,0.092,0.44,0.078,1.441,0.128,2.612,0.123,4.793,0.428,6.355,0.21,14.496,0.208,13.0,0.237,8.317,1.053,5.895,1.378
2441,8.970102,-43.206394,1329.91,1507.8,5.5,0,0.0,1.607,0,3.377,0.376,0.68,0.088,0.905,0.057,1.072,0.092,1.195,0.078,1.235,0.128,1.505,0.119,2.24,0.427,2.751,0.189,3.276,0.273,4.062,0.312,-3.244,1.339,-0.023,1.714
2442,8.989961,-43.206333,1069.36,1508.79,1.035,0,0.09,1.115,0,1.234,0.402,0.403,0.083,0.389,0.057,0.533,0.092,0.47,0.078,0.585,0.128,0.729,0.118,-0.071,0.425,0.831,0.214,1.401,0.214,1.51,0.246,-0.432,1.1,1.125,1.447
2443,9.044416,-43.206371,354.9,1507.63,14.882,0,0.0,3.132,0,6.568,0.597,0.349,0.166,0.151,0.09,0.429,0.158,0.415,0.134,0.33,0.225,0.806,0.118,0.165,0.426,1.771,0.27,8.45,0.203,12.874,0.233,14.612,1.035,7.647,1.363
2444,8.84898,-43.206383,2919.04,1507.11,4.089,0,0.12,1.396,1,2.235,0.706,0.166,0.166,0.133,0.09,0.208,0.161,0.441,0.137,0.993,0.218,1.227,0.119,-999.0,9999.0,1.588,0.456,2.477,0.414,2.887,0.429,-4.057,3.601,15.133,4.03
2445,8.878977,-43.206444,2525.48,1506.46,7.856,0,0.0,2.084,1,4.651,0.49,1.499,0.096,8.017,0.081,11.152,0.137,143.022,0.099,118.692,0.155,5.068,0.129,-999.0,9999.0,4.279,0.27,5.265,0.305,3.347,0.348,3.762,1.548,1.436,1.973
2446,9.031466,-43.206398,524.81,1507.33,6.699,0,0.29,1.493,0,4.156,0.597,-0.043,0.096,-0.035,0.074,0.076,0.111,0.123,0.095,0.194,0.157,0.396,0.117,0.596,0.424,1.76,0.269,4.379,0.3,5.58,0.345,3.055,1.512,2.735,1.849
2447,9.020224,-43.206417,672.31,1507.11,2.443,0,0.0,1.376,0,1.822,0.448,0.197,0.096,0.327,0.074,0.387,0.112,0.471,0.095,0.837,0.158,0.928,0.118,1.406,0.602,1.153,0.21,1.612,0.242,0.444,0.279,3.071,1.253,3.432,1.538
2448,8.863403,-43.206436,2729.81,1506.37,2.184,0,0.66,1.765,1,1.24,0.49,0.052,0.096,0.112,0.074,0.147,0.112,0.257,0.118,0.603,0.178,0.665,0.118,-999.0,9999.0,0.833,0.272,0.619,0.267,0.876,0.304,-3.684,1.359,-3.122,1.775
2449,8.933651,-43.206573,1808.15,1504.51,6.281,0,0.23,1.494,0,3.917,0.425,0.561,0.084,0.846,0.057,0.962,0.092,0.916,0.078,1.323,0.128,1.643,0.12,2.489,0.426,3.216,0.212,5.018,0.367,4.788,0.414,0.602,1.849,0.869,2.36
2450,8.987585,-43.20668,1100.53,1502.59,21.238,0,0.07,2.274,0,10.837,0.411,0.12,0.083,0.462,0.057,1.25,0.092,2.712,0.082,4.426,0.128,4.998,0.128,5.714,0.425,6.8,0.212,3.423,0.282,2.929,0.321,0.641,1.453,3.669,1.822
2451,8.900157,-43.20665,2247.59,1502.98,5.325,0,0.0,1.659,0,3.469,0.424,0.448,0.083,0.514,0.057,0.753,0.092,1.431,0.078,2.031,0.128,2.325,0.121,2.582,0.425,2.701,0.227,3.102,0.224,3.069,0.261,4.208,1.07,11.561,1.169
2452,8.892307,-43.206818,2350.58,1499.84,27.519,0,0.0,2.974,0,13.004,0.488,1.299,0.083,1.403,0.057,1.695,0.092,2.059,0.078,3.956,0.128,5.592,0.129,6.587,0.571,7.265,0.268,12.582,0.273,11.59,0.312,7.241,1.375,11.668,1.722
2453,8.899322,-43.206657,2258.56,1502.83,9.477,0,0.05,1.49,0,5.82,0.43,0.282,0.083,0.41,0.057,0.608,0.092,0.838,0.078,0.97,0.128,1.219,0.119,1.259,0.426,2.584,0.23,7.006,0.278,8.152,0.325,8.801,1.307,6.838,1.469
2454,8.930739,-43.206638,1846.35,1503.33,3.865,0,0.0,2.027,0,2.481,0.444,0.45,0.083,0.593,0.057,0.605,0.092,0.603,0.083,0.753,0.128,0.918,0.118,0.842,0.435,1.254,0.209,2.564,0.242,2.116,0.277,1.292,1.248,3.976,1.565
2455,8.850246,-43.206654,2902.41,1502.21,6.075,0,0.76,1.524,1,3.411,0.662,0.48,0.165,0.487,0.09,0.5,0.161,0.759,0.137,1.162,0.218,1.522,0.12,-999.0,9999.0,2.276,0.411,3.714,0.363,5.538,0.453,-3.035,3.5,-8.638,4.343
2456,9.051737,-43.206699,258.86,1501.59,10.912,0,0.02,1.693,0,6.178,0.598,0.895,0.166,1.127,0.09,1.319,0.158,1.414,0.134,1.824,0.225,2.256,0.121,3.567,0.424,5.163,0.269,5.902,0.3,6.402,0.337,4.806,1.49,9.45,1.863
2457,8.843341,-43.206741,2993.02,1500.52,24.835,16,1.0,1.043,1,13.689,1.19,0.286,0.166,1.419,0.09,4.23,0.161,8.458,0.137,13.028,0.218,14.995,0.148,-999.0,9999.0,17.711,0.883,6.223,0.438,3.455,0.438,26.761,4.183,27.435,4.184
2458,8.927397,-43.206688,1890.21,1502.42,1.517,0,0.01,1.469,0,1.01,0.415,0.126,0.083,0.289,0.057,0.25,0.092,0.374,0.078,0.41,0.128,0.412,0.117,0.329,0.425,0.857,0.199,1.496,0.346,2.746,0.395,7.201,1.774,3.425,2.238
2459,8.866914,-43.206772,2683.74,1500.37,6.685,0,0.02,3.875,1,6.009,0.492,1.143,0.096,0.898,0.074,1.114,0.112,1.255,0.1,2.22,0.155,2.914,0.125,-999.0,9999.0,3.068,0.272,4.461,0.083,3.762,0.095,4.032,0.425,3.116,0.542
2460,8.918254,-43.20676,2010.16,1501.11,2.018,0,0.0,1.642,0,1.364,0.379,0.511,0.083,0.568,0.06,0.82,0.092,1.025,0.078,0.953,0.128,1.182,0.119,1.395,0.421,1.149,0.19,0.479,0.271,0.027,0.31,0.7,1.361,-1.525,1.705
2461,8.894634,-43.206902,2320.05,1498.36,10.064,0,0.01,2.05,0,5.424,0.47,0.809,0.083,0.975,0.057,1.245,0.092,1.294,0.078,2.551,0.128,3.152,0.124,2.145,0.515,4.004,0.251,5.051,0.24,3.583,0.275,2.049,1.181,2.53,1.507
2462,8.959504,-43.207027,1468.96,1496.39,44.488,0,0.03,1.622,0,24.696,0.377,0.263,0.083,0.473,0.057,0.589,0.092,0.963,0.078,2.636,0.128,4.756,0.127,8.47,0.425,12.074,0.188,29.94,0.31,28.176,0.35,19.028,1.561,12.725,1.984
2463,8.974684,-43.206928,1269.8,1498.17,8.378,3,0.45,1.461,0,7.556,0.376,0.62,0.083,0.759,0.057,1.075,0.092,1.595,0.079,3.714,0.128,4.586,0.127,6.78,0.426,6.789,0.19,8.645,0.16,10.49,0.185,4.852,0.807,11.284,1.05
2464,8.974861,-43.207237,1267.48,1492.63,13.408,3,0.0,2.629,0,8.603,0.376,1.882,0.083,2.139,0.062,2.528,0.092,2.938,0.078,5.174,0.128,6.185,0.131,7.129,0.426,6.613,0.189,9.906,0.179,11.548,0.207,8.248,0.906,10.072,1.175
2465,8.931206,-43.206936,1840.23,1498.0,5.625,0,0.01,1.514,0,3.674,0.438,0.596,0.083,0.61,0.057,0.623,0.092,0.782,0.082,1.553,0.128,1.859,0.12,1.545,0.426,2.075,0.208,3.847,0.216,3.188,0.247,2.159,1.105,0.634,1.395
2466,8.860877,-43.206917,2762.94,1497.69,2.892,0,0.6,1.336,1,1.445,0.493,0.304,0.096,0.358,0.074,0.335,0.113,0.683,0.118,0.845,0.179,1.173,0.119,-999.0,9999.0,1.288,0.276,1.201,0.464,0.896,0.529,5.091,2.36,-6.822,2.999
2467,8.935324,-43.207436,1786.2,1489.0,228.853,3,0.03,2.22,0,136.49,0.418,1.951,0.083,3.691,0.057,9.667,0.091,21.377,0.078,42.916,0.127,52.19,0.208,67.703,0.425,76.123,0.212,90.668,0.26,62.32,0.293,50.579,1.34,36.839,1.726
2468,8.935567,-43.207676,1783.01,1484.71,201.314,3,0.03,2.364,0,124.277,0.417,2.763,0.083,4.998,0.057,10.544,0.092,24.04,0.078,42.062,0.128,51.308,0.207,64.635,0.424,67.278,0.211,90.914,0.254,65.18,0.289,69.547,1.322,50.181,1.704
2469,8.953366,-43.207012,1549.49,1496.67,2.24,0,0.01,1.573,0,1.134,0.377,0.324,0.083,0.395,0.057,0.276,0.092,0.325,0.078,0.526,0.128,0.889,0.118,0.95,0.43,1.052,0.19,2.826,0.428,2.03,0.492,0.936,2.183,-8.132,2.77
2470,8.973835,-43.207253,1280.94,1492.36,52.029,1,0.03,2.68,0,25.757,0.376,1.556,0.083,1.877,0.057,2.15,0.092,2.705,0.082,4.52,0.128,5.752,0.13,9.971,0.43,12.371,0.19,37.683,0.254,47.956,0.295,40.711,1.307,34.323,1.655
2471,9.048703,-43.206955,298.67,1497.03,2.298,0,0.83,1.102,0,0.805,0.596,0.286,0.166,0.696,0.09,0.731,0.158,0.777,0.134,0.843,0.226,0.967,0.118,1.142,0.426,1.94,0.267,3.098,0.711,3.236,0.809,-15.385,3.565,3.971,4.302
2472,9.061696,-43.206913,128.2,1497.59,1.874,0,0.21,1.189,1,1.276,0.598,0.44,0.166,1.095,0.09,1.119,0.158,0.513,0.163,1.081,0.225,1.041,0.12,1.142,0.424,0.687,0.27,0.648,0.335,0.738,0.385,2.123,1.675,9.623,2.111
2473,8.91071,-43.207096,2109.13,1495.02,5.532,0,0.01,1.417,0,4.534,0.38,0.423,0.083,0.52,0.057,0.612,0.092,1.135,0.078,1.545,0.128,1.964,0.121,3.101,0.425,2.474,0.191,3.782,0.136,3.028,0.157,2.44,0.682,3.268,0.811
2474,8.946901,-43.207047,1634.31,1496.02,2.998,0,0.0,1.601,0,1.665,0.388,0.133,0.083,0.281,0.057,0.362,0.092,0.275,0.078,0.41,0.128,0.332,0.117,0.637,0.431,0.857,0.195,1.135,0.221,1.389,0.25,1.912,1.112,1.772,1.413
2475,8.871763,-43.207085,2620.11,1494.79,1.819,0,0.63,1.232,1,1.281,0.49,0.261,0.096,0.485,0.074,0.378,0.112,-999.0,9999.0,1.369,0.155,0.634,0.119,-999.0,9999.0,0.715,0.27,2.636,0.309,2.853,0.349,0.017,1.559,-2.492,2.025
2476,8.880363,-43.20713,2507.28,1494.07,4.477,0,0.0,1.475,1,2.625,0.49,2.051,0.096,1.941,0.074,1.987,0.113,84.634,0.191,2.387,0.155,1.754,0.121,-999.0,9999.0,1.962,0.27,1.778,0.375,1.511,0.425,1.286,1.891,-8.241,2.408
2477,8.978786,-43.207169,1215.97,1493.83,4.118,0,0.0,1.93,0,2.283,0.392,0.388,0.083,0.424,0.057,0.448,0.092,0.468,0.078,0.885,0.128,1.216,0.119,1.705,0.425,1.307,0.204,1.384,0.302,0.551,0.346,1.195,1.485,-0.371,1.903
2478,8.911489,-43.207195,2098.92,1493.25,6.527,0,0.0,2.271,0,6.064,0.379,0.871,0.083,1.272,0.057,1.621,0.092,2.977,0.078,3.414,0.128,3.506,0.125,5.101,0.425,4.06,0.191,4.954,0.133,3.88,0.154,1.608,0.67,3.139,0.825
2479,8.961624,-43.207287,1441.15,1491.73,4.523,0,0.0,1.804,0,2.373,0.376,0.023,0.083,0.094,0.057,0.056,0.092,0.128,0.078,0.342,0.128,0.651,0.117,1.217,0.427,1.326,0.189,3.644,0.286,3.743,0.326,1.005,1.489,5.39,1.851
2480,9.030342,-43.207382,539.57,1489.63,14.373,0,0.0,2.528,0,7.447,0.586,2.446,0.096,3.492,0.074,6.358,0.112,6.688,0.095,7.283,0.158,7.252,0.133,7.511,0.424,7.814,0.267,2.522,0.298,2.043,0.339,0.611,1.491,2.714,1.853
2481,9.032406,-43.207352,512.5,1490.15,3.921,0,0.0,1.671,0,1.759,0.598,0.656,0.096,0.602,0.074,0.588,0.112,0.798,0.095,1.371,0.158,1.396,0.12,1.735,0.423,1.497,0.268,3.288,0.757,2.702,0.867,-14.828,3.78,-12.251,4.662
2482,9.047658,-43.20726,312.39,1491.56,4.215,0,0.13,1.439,0,2.319,0.595,0.121,0.166,0.737,0.09,0.922,0.158,0.792,0.134,1.122,0.226,1.122,0.119,1.68,0.426,2.252,0.271,3.781,0.516,4.291,0.585,-1.774,2.613,21.792,3.24
2483,9.025011,-43.20731,609.51,1490.96,1.982,0,0.69,1.524,0,1.27,0.487,0.033,0.096,0.076,0.074,0.137,0.111,0.181,0.095,0.314,0.157,0.355,0.116,0.278,0.502,0.728,0.226,1.643,0.365,0.96,0.413,4.162,1.883,-0.175,2.357
2484,8.888632,-43.207405,2398.79,1489.26,6.391,0,0.15,1.763,0,3.839,0.49,0.445,0.083,0.33,0.057,0.268,0.092,0.313,0.081,0.391,0.128,0.397,0.117,0.648,0.73,1.09,0.27,3.753,0.266,5.174,0.305,6.401,1.319,1.254,1.667
2485,8.981665,-43.207626,1178.22,1485.6,64.371,2,0.03,1.89,0,35.004,0.413,0.247,0.083,0.488,0.057,0.795,0.092,1.12,0.078,2.714,0.128,4.215,0.127,9.566,0.425,16.159,0.21,45.224,0.282,52.111,0.323,36.938,1.441,28.153,1.903
2486,8.99959,-43.207722,943.04,1483.75,48.191,0,0.0,3.614,0,20.507,0.376,1.517,0.085,1.662,0.057,2.035,0.092,2.748,0.078,5.041,0.128,7.151,0.133,9.368,0.428,11.133,0.189,22.016,0.257,19.935,0.299,12.528,1.289,12.414,1.681
2487,8.878433,-43.207443,2532.59,1488.45,3.962,0,0.0,1.779,1,2.921,0.49,1.976,0.096,8.015,0.074,8.993,0.113,35.155,0.096,25.399,0.155,3.821,0.128,-999.0,9999.0,3.274,0.271,3.637,0.235,3.767,0.27,1.532,1.181,1.421,1.52
2488,9.027411,-43.207401,578.04,1489.28,2.137,0,0.11,1.228,0,1.237,0.517,0.106,0.096,0.098,0.074,0.313,0.149,0.315,0.095,0.312,0.157,0.485,0.117,0.046,0.45,0.197,0.24,1.612,0.404,2.293,0.46,-3.67,2.056,3.971,2.609
2489,8.916284,-43.207535,2036.0,1487.16,4.851,0,0.0,2.001,0,2.837,0.378,0.45,0.083,0.42,0.057,0.514,0.092,0.435,0.078,0.883,0.128,1.321,0.12,1.459,0.423,1.493,0.191,1.935,0.273,1.159,0.308,1.671,1.355,-2.199,1.697
2490,8.961847,-43.205761,1438.21,1519.18,4.846,0,0.0,1.914,0,2.637,0.375,0.312,0.083,0.621,0.057,1.086,0.092,1.223,0.078,1.246,0.128,1.132,0.118,1.222,0.428,1.321,0.189,2.461,0.319,2.159,0.364,0.268,1.622,2.562,2.061
2491,8.946053,-43.207664,1645.45,1484.92,9.669,0,0.0,2.014,0,5.466,0.395,0.393,0.083,0.626,0.057,0.544,0.092,0.845,0.078,1.232,0.128,1.566,0.12,2.641,0.425,3.0,0.197,5.198,0.276,5.509,0.311,8.15,1.378,5.438,1.751
2492,8.949832,-43.207561,1595.86,1486.76,2.405,0,0.09,1.213,0,1.259,0.375,0.047,0.083,0.145,0.057,0.053,0.092,0.133,0.079,0.109,0.128,0.567,0.117,0.47,0.43,1.125,0.189,1.168,0.382,2.212,0.434,1.958,1.937,6.008,2.479
2493,9.003271,-43.207542,894.74,1486.97,1.878,0,0.66,1.614,0,1.143,0.377,0.025,0.083,0.084,0.057,0.168,0.092,0.225,0.078,0.287,0.128,0.305,0.117,0.762,0.456,0.217,0.189,2.043,0.391,1.511,0.452,4.304,1.941,-1.073,2.499
2494,9.042102,-43.207764,385.3,1482.56,62.501,2,0.03,2.504,0,29.833,0.602,0.379,0.166,0.461,0.09,0.428,0.158,0.341,0.104,2.258,0.183,3.56,0.125,6.698,0.426,12.851,0.27,36.018,0.268,41.907,0.305,29.285,1.353,14.006,1.73
2495,9.042672,-43.208,377.81,1478.33,14.46,3,0.0,3.346,0,9.594,0.601,0.461,0.166,0.895,0.09,1.089,0.158,0.712,0.124,2.245,0.196,3.625,0.125,3.811,0.425,5.447,0.27,11.026,0.167,13.204,0.19,7.973,0.832,6.297,1.08
2496,8.863374,-43.20763,2730.17,1484.85,6.474,0,0.01,1.413,1,3.029,0.492,0.497,0.096,0.548,0.074,0.586,0.112,0.9,0.118,1.111,0.178,1.771,0.121,-999.0,9999.0,2.357,0.272,5.595,0.483,7.592,0.55,4.133,2.457,11.806,3.123
2497,8.886844,-43.207588,2422.24,1485.93,4.547,0,0.97,0.995,1,3.217,0.491,0.044,0.096,0.088,0.065,0.121,0.112,0.078,0.089,0.043,0.14,0.105,0.116,-0.476,0.966,-0.126,0.269,6.286,0.237,8.408,0.27,9.345,1.18,12.037,1.481
2498,8.931145,-43.207668,1841.03,1484.83,11.464,0,0.01,1.999,0,6.542,0.441,0.121,0.083,0.304,0.057,0.454,0.092,0.611,0.078,1.629,0.128,1.773,0.12,2.268,0.427,2.99,0.208,8.614,0.219,8.036,0.25,5.183,1.118,6.007,1.407
2499,8.960569,-43.207626,1454.98,1485.64,2.511,0,0.08,1.168,0,1.414,0.376,-0.06,0.083,0.051,0.057,-0.093,0.092,0.062,0.078,0.318,0.128,0.565,0.117,0.902,0.431,1.011,0.189,2.294,0.167,2.68,0.189,1.091,0.846,0.477,1.074
2500,9.03404,-43.207645,491.05,1484.83,3.732,0,0.0,1.96,0,1.943,0.599,-0.474,0.096,-0.304,0.074,0.109,0.112,-0.034,0.095,0.156,0.158,0.116,0.117,-0.246,0.427,0.241,0.269,8.618,0.433,12.405,0.496,14.463,2.13,9.61,2.731
2501,8.953076,-43.208015,1553.28,1478.63,65.2,2,0.03,3.384,0,26.535,0.377,0.165,0.083,0.176,0.057,0.216,0.092,0.551,0.078,1.752,0.128,3.429,0.125,6.32,0.431,9.925,0.19,31.658,0.255,30.188,0.291,16.161,1.297,13.394,1.648
2502,8.987097,-43.20776,1106.95,1483.18,6.417,0,0.0,2.713,0,3.492,0.412,0.214,0.083,0.437,0.057,1.081,0.092,1.283,0.083,1.408,0.128,1.339,0.119,0.86,0.428,1.302,0.214,1.958,0.243,1.764,0.277,0.128,1.225,5.706,1.571
2503,9.001548,-43.207817,917.36,1482.01,23.669,0,0.09,1.467,0,13.561,0.376,-0.002,0.083,-0.035,0.057,0.116,0.092,0.205,0.078,0.776,0.128,1.413,0.12,3.371,0.44,5.551,0.19,16.648,0.304,18.579,0.352,13.066,1.506,11.497,1.963
2504,8.892145,-43.207764,2352.7,1482.83,4.461,0,0.0,1.615,0,2.695,0.489,0.25,0.083,0.605,0.057,1.002,0.092,1.046,0.078,1.208,0.134,1.399,0.119,1.819,0.58,1.658,0.271,3.301,0.241,3.437,0.276,-0.357,1.243,1.53,1.499
2505,8.894464,-43.20797,2322.26,1479.15,52.758,0,0.04,1.812,0,28.875,0.471,1.104,0.083,1.254,0.057,1.719,0.092,2.477,0.078,5.755,0.128,8.29,0.136,15.449,0.521,13.691,0.254,30.51,0.297,27.788,0.342,26.375,1.505,39.879,1.891
2506,8.905902,-43.207867,2172.2,1481.12,8.176,0,0.01,2.006,0,4.536,0.397,0.786,0.083,0.863,0.057,1.035,0.092,1.168,0.078,2.033,0.127,2.316,0.121,2.732,0.421,2.801,0.201,5.319,0.254,4.926,0.295,5.66,1.165,1.061,1.297
2507,8.915752,-43.207737,2042.97,1483.49,3.102,0,0.0,2.356,0,1.79,0.378,0.653,0.085,0.839,0.057,0.926,0.092,0.826,0.078,0.906,0.128,0.975,0.119,0.43,0.422,1.478,0.19,1.111,0.222,0.884,0.251,-0.875,1.112,-3.944,1.384
2508,8.97354,-43.207825,1284.81,1482.02,7.123,0,0.02,1.653,0,6.342,0.377,0.695,0.083,0.843,0.057,1.113,0.092,1.757,0.078,2.588,0.128,2.77,0.123,4.123,0.426,3.86,0.189,9.274,0.164,11.679,0.19,13.318,0.839,5.296,1.041
2509,8.903969,-43.20837,2197.57,1472.03,475.742,2,0.03,2.708,0,226.139,0.403,12.015,0.083,17.124,0.057,39.446,0.092,57.279,0.078,85.525,0.128,100.421,0.266,112.575,0.424,135.77,0.206,95.1,0.26,90.79,0.3,50.697,1.238,155.347,1.379
2510,8.903655,-43.209648,2201.66,1449.0,140.509,2,0.03,3.03,0,64.015,0.405,5.365,0.083,7.391,0.057,10.522,0.092,17.298,0.078,26.001,0.128,28.754,0.176,35.956,0.423,36.251,0.207,50.265,0.243,37.538,0.281,39.625,1.227,37.851,1.314
2511,8.970321,-43.208096,1327.05,1477.15,46.251,0,0.03,2.048,0,24.457,0.377,0.568,0.083,0.715,0.057,1.048,0.092,1.571,0.078,3.641,0.128,5.585,0.129,7.994,0.424,10.14,0.19,31.897,0.288,26.232,0.329,17.505,1.421,18.631,1.756
2512,9.05982,-43.207901,152.84,1479.83,3.447,0,0.16,1.503,1,2.013,0.603,0.334,0.166,0.451,0.09,0.588,0.158,0.676,0.164,0.759,0.226,0.842,0.119,0.893,0.429,1.378,0.27,1.356,0.398,2.985,0.457,1.527,1.991,-1.614,2.457
2513,8.913424,-43.20797,2073.51,1479.31,1.647,0,0.0,1.693,0,0.787,0.381,0.327,0.083,0.344,0.057,0.45,0.092,0.404,0.08,0.453,0.128,0.557,0.118,0.572,0.425,0.935,0.191,-0.755,0.551,0.293,0.63,2.016,2.841,1.452,3.379
2514,8.931796,-43.208126,1832.48,1476.59,13.688,0,0.15,1.787,0,7.908,0.431,0.104,0.083,0.242,0.057,0.365,0.092,0.514,0.078,1.164,0.128,1.882,0.12,3.058,0.426,3.532,0.206,9.225,0.25,9.6,0.283,5.731,1.256,7.938,1.596
2515,8.981133,-43.207558,1185.18,1486.8,8.637,3,0.02,2.285,0,9.471,0.408,0.698,0.083,1.053,0.057,1.308,0.092,1.423,0.078,1.9,0.128,2.026,0.122,4.866,0.428,5.364,0.208,11.551,0.163,12.605,0.187,9.57,0.835,4.627,1.089
2516,8.990321,-43.208549,1064.66,1468.9,317.718,0,0.03,2.403,0,152.226,0.4,0.944,0.083,3.227,0.057,11.36,0.092,26.962,0.078,47.397,0.128,56.315,0.214,72.651,0.429,87.331,0.212,69.157,0.282,54.797,0.319,35.253,1.413,21.561,1.756
2517,8.983021,-43.208092,1160.43,1477.18,7.528,0,0.03,1.523,0,4.596,0.412,3.337,0.083,3.62,0.057,3.58,0.092,3.592,0.08,3.322,0.128,3.424,0.124,5.076,0.429,3.818,0.21,4.977,0.229,5.867,0.263,3.411,1.155,5.704,1.517
2518,9.004999,-43.208546,872.08,1468.87,59.49,0,0.02,3.684,0,23.118,0.376,-0.01,0.083,-0.069,0.057,0.098,0.092,-0.097,0.078,1.011,0.128,1.841,0.121,4.538,0.482,7.821,0.19,31.528,0.252,35.735,0.29,25.195,1.274,18.82,1.615
2519,8.954082,-43.208,1540.09,1478.88,10.159,2,0.0,2.908,0,5.974,0.377,1.296,0.083,1.363,0.057,1.349,0.092,1.489,0.078,2.568,0.132,3.184,0.124,3.62,0.433,3.698,0.189,8.302,0.197,7.744,0.224,4.335,1.002,-0.389,1.288
2520,9.007122,-43.208153,844.22,1475.99,2.14,0,0.0,1.469,0,1.257,0.376,0.069,0.096,0.211,0.074,0.536,0.111,0.705,0.088,0.701,0.158,0.959,0.118,0.822,0.515,0.851,0.189,1.077,0.318,0.97,0.365,-4.008,1.576,-1.327,2.062
2521,9.053411,-43.208378,236.94,1471.37,63.4,0,0.12,1.718,0,34.862,0.601,0.246,0.166,0.255,0.09,0.986,0.158,2.872,0.134,7.61,0.226,10.348,0.139,14.161,0.427,17.904,0.27,25.402,0.292,18.346,0.33,14.204,1.486,18.888,1.793
2522,8.89099,-43.20826,2367.83,1473.87,3.801,3,0.47,1.344,0,4.493,0.488,0.552,0.083,0.517,0.057,0.675,0.092,0.474,0.078,1.43,0.128,1.525,0.12,1.555,0.622,2.489,0.271,4.24,0.193,4.143,0.223,0.373,0.973,3.49,1.181
2523,8.891017,-43.208557,2367.48,1468.5,14.852,2,0.06,2.091,0,8.388,0.491,0.508,0.083,0.717,0.057,0.89,0.092,1.0,0.078,1.922,0.128,2.318,0.122,4.316,0.621,4.286,0.27,8.767,0.268,9.23,0.309,2.852,1.356,6.014,1.648
2524,8.883466,-43.208664,2466.55,1466.54,57.981,0,0.03,1.932,1,30.947,0.489,0.324,0.096,0.525,0.074,0.981,0.113,2.033,0.089,5.043,0.155,6.814,0.131,9.148,1.475,12.583,0.269,32.299,0.29,24.785,0.335,30.978,1.46,12.952,1.847
2525,8.961847,-43.208466,1438.22,1470.5,6.862,0,0.0,2.222,0,3.508,0.376,0.631,0.083,0.735,0.057,0.748,0.094,0.798,0.078,1.307,0.128,2.021,0.121,2.373,0.425,2.57,0.19,3.034,0.257,3.37,0.293,2.144,1.316,1.24,1.662
