id,ra,dec,xpix,ypix,FOURSTARKs_tot,K_flag,K_star,K_fluxrad,totmask,FOURSTARKs,eFOURSTARKs,VIMOSU,eVIMOSU,VIMOSB,eVIMOSB,VIMOSV,eVIMOSV,VIMOSR,eVIMOSR,VIMOSI,eVIMOSI,VIMOSz,eVIMOSz,FOURSTARJ1,eFOURSTARJ1,FOURSTARJ,eFOURSTARJ,IRAC1,eIRAC1,IRAC2,eIRAC2,IRAC3,eIRAC3,IRAC4,eIRAC4
92,34.954521,-5.601956,1089.87,113.47,11.309,0,0.05,2.595,1,8.652,0.674,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,5.086,0.486,5.571,0.508,5.841,0.881,7.171,1.276,15.805,5.427,3.435,5.983
93,34.919025,-5.60036,1725.73,142.21,113.999,0,0.0,5.317,1,45.818,0.675,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,41.812,0.497,43.055,0.543,20.614,0.708,10.546,1.461,6.928,4.407,24.675,6.897
94,34.907913,-5.601912,1924.82,114.29,14.618,0,0.24,2.201,1,11.85,0.674,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.562,0.487,2.706,0.521,16.13,1.332,10.031,2.103,14.249,7.803,20.858,8.603
95,35.010342,-5.602075,89.9,111.26,4.659,0,0.77,0.874,1,4.107,0.666,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-0.125,0.469,0.404,0.526,1.995,0.514,-1.211,0.583,-30.714,6.798,1.549,7.264
96,34.900475,-5.601712,2058.05,117.87,9.255,0,0.24,2.741,1,6.371,0.675,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.618,0.485,2.035,0.52,13.358,0.877,4.885,1.191,0.347,7.578,16.184,8.046
97,34.885891,-5.600365,2319.3,142.11,458.153,0,0.97,2.361,1,338.333,1.182,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,391.5,1.025,416.991,0.869,160.436,1.257,104.68,1.408,-999.0,9999.0,-999.0,9999.0
98,34.904724,-5.601074,1981.94,129.36,43.128,0,0.01,3.61,1,25.649,0.674,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,15.536,0.479,17.295,0.517,20.495,0.732,20.749,1.062,19.394,7.234,11.387,7.609
99,34.985092,-5.601604,542.24,119.79,12.693,0,0.06,2.596,1,10.138,0.919,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.463,0.638,4.429,0.674,12.586,0.784,14.697,1.723,7.439,5.703,32.165,7.033
100,34.89267,-5.60063,2197.89,137.34,46.46,0,0.03,2.812,1,31.672,0.749,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,13.722,0.516,15.968,0.608,37.558,0.74,20.497,1.03,-11.178,7.033,9.583,6.342
101,34.933132,-5.601668,1473.05,118.68,18.24,0,0.93,0.935,1,15.229,0.679,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,0.218,0.488,-0.32,0.545,3.004,1.074,1.138,1.531,19.81,7.99,-4.733,7.861
102,34.987839,-5.601443,493.05,122.68,4.924,0,0.67,2.228,1,4.408,0.782,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,0.884,0.516,-0.158,0.61,6.966,1.078,15.128,1.476,-10.21,6.562,-2.143,7.242
103,34.949963,-5.601219,1171.57,126.76,8.801,0,0.0,3.241,1,5.784,0.675,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.395,0.497,4.854,0.539,3.412,0.846,-0.892,1.218,4.014,4.875,-0.576,5.869
104,34.946922,-5.596676,1226.04,208.53,5958.066,0,1.0,2.076,1,4457.692,0.681,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,5549.102,0.481,5295.843,0.527,1642.059,0.895,1007.217,1.209,680.376,6.279,366.069,5.988
105,34.984863,-5.601039,546.35,129.95,8.829,0,0.56,2.883,1,6.549,0.929,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.991,0.643,3.072,0.691,9.259,0.603,8.574,1.308,9.644,4.386,27.51,5.411
106,34.910679,-5.597033,1875.29,202.11,433.64,3,0.03,3.624,1,240.228,0.675,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,122.393,0.482,148.287,0.535,128.214,1.096,98.697,1.484,70.033,6.301,21.128,7.057
107,34.962761,-5.600163,942.3,145.76,47.965,0,0.02,3.008,1,30.958,0.669,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,26.879,0.482,24.023,0.523,17.856,0.848,9.553,1.286,12.654,5.092,11.102,6.074
108,34.963997,-5.600235,920.11,144.44,31.579,0,0.96,1.947,1,25.089,0.671,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,29.413,0.479,31.566,0.517,13.618,1.01,7.925,1.464,-13.957,5.924,-7.604,6.801
109,34.976265,-5.600663,700.37,136.74,15.406,0,0.17,2.341,1,12.481,0.884,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,11.213,0.632,12.301,0.691,5.372,1.231,3.035,1.698,6.001,7.196,-2.64,9.009
110,34.915668,-5.600774,1785.87,134.76,4.733,0,0.6,1.945,1,3.966,0.676,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.367,0.498,3.083,0.54,3.017,1.094,-1.595,1.599,-5.333,6.609,13.401,8.246
111,34.962776,-5.600911,941.98,132.29,7.368,0,0.01,2.494,1,5.587,0.67,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.61,0.472,4.884,0.519,5.734,0.446,3.867,0.664,11.051,2.591,10.068,3.09
112,35.007843,-5.600488,134.7,139.83,13.889,0,0.02,2.654,1,9.678,0.666,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,7.855,0.477,8.49,0.511,2.871,0.518,3.707,0.606,-9.516,7.015,4.174,7.087
113,34.985435,-5.599252,536.09,162.12,98.996,0,0.07,2.919,1,65.212,0.9,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,21.73,0.624,30.178,0.657,83.431,0.856,80.068,1.621,57.376,6.215,23.557,8.84
114,34.970104,-5.599574,810.72,156.34,44.471,0,0.94,2.169,1,34.296,0.671,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,18.292,0.511,21.706,0.517,29.047,1.149,18.492,1.831,15.444,6.823,14.242,7.518
115,34.954144,-5.599957,1096.62,149.48,7.226,0,0.14,2.391,1,5.78,0.671,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,6.98,0.479,4.856,0.523,5.177,0.958,6.589,1.377,-0.7,5.511,-0.26,7.016
116,35.010632,-5.600377,84.72,141.82,4.127,0,0.0,2.139,1,3.059,0.669,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.931,0.47,1.348,0.513,1.686,0.768,2.583,0.892,39.445,10.283,9.016,11.319
117,34.935051,-5.599921,1438.69,150.11,11.388,0,0.17,2.414,1,8.094,0.686,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.038,0.494,1.202,0.535,11.047,0.893,13.442,1.358,35.85,7.536,30.679,6.46
118,34.917614,-5.598943,1751.06,167.73,46.23,0,0.02,3.033,1,30.368,0.672,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,7.915,0.491,13.83,0.525,40.886,0.907,51.58,1.745,54.268,6.189,22.54,7.643
119,34.952457,-5.599831,1126.86,151.74,6.472,0,0.01,2.217,1,5.364,0.674,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.24,0.497,3.871,0.534,4.24,1.033,2.436,1.376,-4.326,5.588,-8.199,6.474
120,34.990173,-5.598516,451.23,175.36,58.874,0,0.02,3.305,1,37.164,0.693,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,19.015,0.474,23.124,0.533,35.73,0.932,23.136,1.323,18.024,5.652,12.046,6.484
121,34.978081,-5.598747,667.84,171.22,40.986,0,0.07,2.565,1,29.723,0.959,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,7.271,0.628,10.781,0.829,40.927,1.083,41.426,1.693,17.876,7.173,-12.611,7.934
122,34.901707,-5.599649,2035.99,155.0,5.114,0,0.57,2.415,1,3.991,0.674,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.882,0.48,3.811,0.522,4.979,0.855,5.144,1.294,9.92,7.028,2.999,6.973
123,34.9487,-5.59965,1194.16,154.99,1.92,0,0.46,1.403,1,1.29,0.679,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-0.128,0.49,0.865,0.541,2.776,0.62,0.736,0.946,6.518,4.056,-0.761,4.419
124,34.966061,-5.599658,883.16,154.85,4.214,0,0.48,2.343,1,3.637,0.671,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.325,0.494,1.382,0.52,2.034,0.761,3.33,1.278,15.239,5.543,14.198,6.042
125,34.921665,-5.599345,1678.5,160.49,10.657,0,0.94,1.157,1,9.002,0.678,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-0.082,0.491,0.918,0.515,0.494,1.186,0.534,2.026,-5.894,8.426,34.706,9.261
126,34.95882,-5.599255,1012.85,162.1,11.806,0,0.26,2.322,1,8.447,0.683,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.714,0.481,4.119,0.524,11.487,0.761,5.752,1.267,2.773,5.22,0.174,5.794
127,34.9883,-5.599239,484.77,162.35,8.434,0,0.28,2.473,1,6.479,0.752,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.35,0.511,2.275,0.592,16.971,1.166,9.504,1.82,7.791,7.094,21.401,8.49
128,34.958511,-5.598058,1018.4,183.64,47.128,0,0.01,3.358,1,29.143,0.673,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,17.093,0.483,16.767,0.517,16.714,0.828,12.725,1.267,-1.205,4.84,-10.306,6.041
129,34.914963,-5.598902,1798.53,168.46,7.113,0,0.04,2.069,1,5.921,0.674,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.367,0.476,3.347,0.534,2.593,1.303,5.232,2.038,-0.461,7.525,0.514,9.308
130,35.00708,-5.598876,148.34,168.85,8.421,0,0.01,2.497,1,6.314,0.666,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,5.796,0.466,6.137,0.508,3.992,0.529,5.08,0.598,17.293,7.571,10.827,7.125
131,34.973297,-5.598918,753.51,168.15,6.062,0,0.67,2.759,1,4.82,0.771,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.129,0.536,3.218,0.634,2.539,0.978,1.557,1.756,-15.496,5.805,-20.761,8.28
132,34.913052,-5.598465,1832.75,176.31,5.033,0,0.23,1.769,1,4.516,0.674,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.144,0.492,5.322,0.514,9.993,1.323,2.774,2.049,-27.563,8.357,0.019,10.686
133,34.986862,-5.598167,510.55,181.64,11.136,0,0.6,2.253,1,8.979,0.816,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.589,0.556,5.078,0.601,8.761,0.937,6.745,1.459,12.473,6.219,11.172,7.284
134,34.906273,-5.594526,1954.22,247.23,237.07,2,0.03,3.866,1,128.899,0.676,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,120.485,0.468,127.041,0.526,56.136,1.075,42.86,1.189,11.686,6.397,29.762,5.599
135,34.989021,-5.597989,471.83,184.85,20.022,0,0.05,2.693,1,14.037,0.736,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.949,0.505,5.658,0.554,19.195,0.91,21.774,1.338,39.798,5.603,1.296,6.865
136,34.893467,-5.598255,2183.65,180.09,5.858,0,0.34,1.89,1,5.567,0.718,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,0.542,0.519,0.502,0.562,6.637,0.732,4.279,0.747,9.97,5.946,-6.736,5.288
137,34.963299,-5.598275,932.61,179.73,6.319,0,0.96,0.958,1,4.433,0.674,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-0.028,0.494,-0.536,0.527,-2.055,1.175,-0.463,1.692,11.942,7.315,-4.878,8.577
138,34.954174,-5.597333,1096.09,196.7,59.135,0,0.99,1.929,1,47.461,0.676,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,95.133,0.481,84.172,0.549,16.701,0.861,9.029,1.338,9.225,5.731,4.544,5.772
139,34.906384,-5.596612,1952.25,209.67,144.873,0,0.04,2.685,1,102.777,0.669,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,44.626,0.479,55.265,0.531,93.426,1.077,63.952,1.495,57.611,8.289,30.8,6.454
140,34.961639,-5.597635,962.38,191.26,8.568,0,0.76,2.011,1,7.001,0.669,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.7,0.503,2.231,0.522,15.648,1.055,16.113,1.519,11.985,6.493,5.564,7.695
141,34.892822,-5.598064,2195.15,183.52,8.445,0,0.72,2.129,1,6.851,0.748,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,13.379,0.514,11.541,0.596,3.613,0.741,-0.767,0.81,-18.847,6.063,-9.055,5.721
142,34.913528,-5.597717,1824.2,189.79,7.265,0,0.16,2.436,1,6.117,0.675,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.085,0.489,2.486,0.521,8.266,1.103,8.803,1.72,9.673,6.368,-11.681,8.143
143,34.994736,-5.598011,369.49,184.44,4.742,0,0.46,2.637,1,4.211,0.662,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.837,0.472,4.48,0.508,5.262,0.377,4.505,0.572,-11.717,5.095,-6.35,5.284
144,34.921165,-5.598157,1687.42,181.88,4.032,0,0.67,1.801,1,3.263,0.677,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.224,0.485,2.671,0.532,4.398,1.251,3.113,2.056,-5.553,8.203,28.463,9.684
145,34.917019,-5.597405,1761.68,195.4,15.206,0,0.15,2.295,1,12.02,0.679,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.96,0.489,5.051,0.53,15.07,0.933,17.474,1.626,9.965,6.074,47.785,8.311
146,34.97319,-5.597527,755.44,193.19,16.919,0,0.25,2.27,1,12.904,0.763,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,6.378,0.527,8.593,0.657,17.116,0.994,16.913,1.724,33.7,6.406,-1.969,9.003
147,34.969086,-5.597464,829.01,194.33,18.001,0,0.29,2.128,1,14.292,0.669,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.119,0.482,4.545,0.524,23.399,1.116,23.41,1.733,17.964,7.574,24.307,7.71
148,34.914909,-5.598011,1799.5,184.49,3.018,0,0.52,1.814,1,3.421,0.676,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.187,0.491,4.101,0.539,2.28,1.101,0.392,1.642,-19.493,6.662,2.58,7.61
149,34.917637,-5.597775,1750.62,188.74,7.858,0,0.97,1.048,1,6.804,0.677,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-0.126,0.503,-0.279,0.522,4.349,0.631,2.425,1.071,7.2,3.785,-14.53,5.052
150,34.924751,-5.594482,1623.16,248.03,401.65,3,0.03,7.243,1,118.543,0.674,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,69.207,0.485,77.876,0.51,60.105,0.666,54.675,1.063,23.604,4.573,68.217,4.936
151,34.980251,-5.597529,628.95,193.13,10.286,0,0.6,2.373,1,7.764,0.944,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.297,0.762,5.794,0.637,5.598,1.168,3.171,1.777,-0.998,7.261,1.306,8.378
152,34.894356,-5.597056,2167.7,201.67,19.525,0,0.0,3.081,1,13.921,0.696,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.708,0.493,5.726,0.56,18.582,0.524,17.322,0.728,47.94,4.97,6.691,4.515
153,34.913887,-5.596676,1817.79,208.53,24.265,0,0.0,3.473,1,15.07,0.677,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,10.086,0.483,10.83,0.541,5.538,1.123,6.364,1.596,25.937,6.484,17.902,7.634
154,34.895252,-5.596913,2151.67,204.24,23.336,0,0.01,2.568,1,16.43,0.68,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.73,0.475,5.875,0.508,20.009,0.677,18.772,0.904,24.091,6.44,15.657,6.177
155,34.911369,-5.595965,1862.92,221.33,77.978,0,0.04,3.089,1,47.125,0.676,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,25.132,0.491,29.424,0.529,28.407,0.938,21.876,1.428,-26.893,5.804,-4.6,6.36
156,34.983124,-5.596361,577.53,214.17,47.033,0,0.89,2.436,1,34.699,0.974,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,11.932,0.758,14.844,0.776,38.193,0.844,29.793,1.929,19.28,5.575,7.684,8.188
157,34.893753,-5.596513,2178.47,211.44,33.484,0,0.02,2.395,1,26.006,0.706,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,10.258,0.511,13.612,0.557,27.678,0.718,30.229,0.999,33.261,6.826,21.981,6.156
158,34.926872,-5.596526,1585.19,211.23,24.183,0,0.02,2.482,1,17.605,0.674,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,8.422,0.482,9.726,0.564,19.658,1.053,11.78,1.601,20.025,6.764,13.658,7.364
159,34.945713,-5.583708,1247.64,441.95,5013.045,0,0.03,9.096,0,1226.186,0.676,19.147,0.164,47.217,0.121,173.432,0.235,280.689,0.21,443.862,0.299,499.873,0.759,623.838,0.484,772.403,0.524,583.852,0.628,457.837,0.986,286.668,4.279,617.201,4.936
160,34.959751,-5.59678,996.21,206.64,8.855,0,0.75,2.203,1,6.44,0.674,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.207,0.477,4.047,0.535,9.84,1.136,8.896,1.622,3.109,6.039,9.644,7.156
161,34.944813,-5.596884,1263.81,204.78,5.492,0,0.21,2.053,1,4.883,0.683,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,4.776,0.509,3.788,0.522,6.587,0.677,7.484,0.908,0.38,4.489,-14.6,4.04
162,34.930752,-5.597151,1515.7,199.97,5.399,0,0.57,2.932,1,4.327,0.682,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-0.071,0.49,1.469,0.516,4.319,1.114,6.141,1.417,25.418,6.425,5.947,6.523
163,34.924767,-5.595157,1622.94,235.87,167.83,3,0.03,4.266,1,85.459,0.679,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,43.831,0.486,52.019,0.521,52.711,0.722,46.258,1.013,36.639,4.447,79.704,5.328
164,34.95583,-5.59653,1066.46,211.15,10.532,0,0.0,3.142,1,6.813,0.676,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,5.736,0.481,6.459,0.534,5.429,0.634,2.849,0.972,9.488,4.439,-9.168,4.532
165,34.951393,-5.59656,1145.92,210.62,8.179,0,0.88,1.088,1,7.014,0.685,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-0.362,0.492,-0.262,0.539,-2.173,0.879,1.976,1.319,19.57,6.515,-14.645,5.871
166,34.905937,-5.595098,1960.24,236.92,35.221,3,0.08,4.503,1,18.775,0.665,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,13.351,0.475,16.275,0.518,14.952,0.468,13.619,0.628,10.398,3.04,2.123,2.727
167,35.005493,-5.596065,176.79,219.44,12.782,0,0.0,3.534,1,7.679,0.666,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,5.841,0.472,5.733,0.524,2.874,0.405,0.939,0.469,-0.864,5.474,-1.242,5.864
168,34.946526,-5.594553,1233.11,246.73,106.95,0,0.1,2.863,1,67.286,0.679,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,28.12,0.495,34.638,0.545,64.945,0.83,37.948,1.118,25.834,6.04,8.144,5.693
169,34.960461,-5.59567,983.49,226.63,16.158,0,0.06,2.509,1,12.137,0.676,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,5.725,0.478,5.64,0.51,18.979,0.869,16.03,1.395,6.053,5.587,0.672,5.835
170,34.930931,-5.596078,1512.52,219.3,3.867,0,0.7,0.819,1,3.794,0.678,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-0.496,0.49,0.142,0.545,3.075,1.244,4.117,1.772,-7.079,7.526,-6.809,9.277
171,35.009018,-5.595727,113.61,225.53,7.37,0,0.05,2.343,1,5.656,0.668,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,0.602,0.468,2.455,0.508,8.84,0.503,9.259,0.587,17.082,7.016,36.605,7.698
172,34.899357,-5.595335,2078.1,232.64,18.716,0,0.0,2.919,1,13.29,0.671,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,8.922,0.485,9.746,0.523,11.651,0.895,11.516,1.077,18.915,8.48,18.177,6.644
173,34.950615,-5.595404,1159.85,231.43,10.328,0,0.54,1.947,1,8.699,0.677,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,8.501,0.481,8.91,0.543,9.073,0.967,9.325,1.422,-8.818,6.947,3.848,6.25
174,34.965572,-5.595677,891.89,226.5,4.125,0,0.42,2.198,1,3.179,0.678,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.564,0.478,2.233,0.524,3.408,1.263,5.899,1.79,3.823,7.47,8.651,8.987
175,34.9884,-5.595547,482.99,228.8,3.876,0,0.52,1.955,1,3.612,0.743,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,0.734,0.505,1.885,0.582,1.831,0.833,3.462,1.334,-1.689,5.152,4.462,6.376
176,35.010338,-5.595361,89.95,232.11,5.29,0,0.01,2.303,1,4.589,0.666,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.156,0.467,1.894,0.523,4.608,0.52,3.725,0.598,32.192,8.885,-28.314,8.452
177,34.928822,-5.595507,1550.29,229.58,6.653,0,0.4,2.673,1,4.867,0.675,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.537,0.496,2.861,0.524,3.743,1.054,2.0,1.641,12.795,7.019,6.441,6.948
178,34.93084,-5.595071,1514.15,237.42,9.191,0,0.36,2.4,1,7.393,0.679,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,0.655,0.485,2.045,0.532,10.539,1.088,18.351,1.647,39.094,6.267,2.276,7.955
179,34.959431,-5.592371,1001.96,286.0,97.306,0,0.03,3.246,0,58.603,0.678,3.033,0.164,4.491,0.121,7.515,0.235,14.609,0.255,25.177,0.299,26.222,0.759,33.874,0.489,36.237,0.54,42.957,0.762,32.315,1.056,26.649,5.4,-0.126,5.134
180,34.895679,-5.595097,2144.0,236.95,5.497,0,0.45,2.738,1,3.756,0.674,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,1.194,0.492,2.361,0.521,0.981,0.516,2.156,0.655,18.15,4.906,-0.438,4.42
