id,ra,dec,xpix,ypix,FOURSTARKs_tot,K_flag,K_star,K_fluxrad,totmask,FOURSTARKs,eFOURSTARKs,VIMOSU,eVIMOSU,VIMOSB,eVIMOSB,VIMOSV,eVIMOSV,VIMOSR,eVIMOSR,VIMOSI,eVIMOSI,VIMOSz,eVIMOSz,FOURSTARJ1,eFOURSTARJ1,FOURSTARJ,eFOURSTARJ,IRAC1,eIRAC1,IRAC2,eIRAC2,IRAC3,eIRAC3,IRAC4,eIRAC4
503,34.929199,-5.508854,1543.53,1789.32,4.386,0,0.52,2.141,0,3.811,0.663,0.028,0.095,0.225,0.077,0.65,0.138,1.464,0.123,1.94,0.175,2.619,0.437,2.623,0.471,3.187,0.509,2.027,0.322,0.896,0.404,-5.416,3.277,-12.432,3.543
504,34.918522,-5.511933,1734.85,1733.91,5.07,0,0.0,2.263,0,3.693,0.664,0.568,0.095,0.642,0.077,0.847,0.138,0.96,0.123,1.811,0.175,2.18,0.436,1.897,0.468,2.363,0.508,1.111,0.541,0.507,0.642,13.589,5.696,24.637,5.45
505,34.991505,-5.511781,427.18,1736.59,2.112,0,0.49,1.377,0,2.504,0.665,-0.169,0.116,0.563,0.112,0.837,0.235,1.652,0.158,2.619,0.299,1.207,0.552,2.589,0.467,2.184,0.508,0.842,0.404,1.444,0.445,-8.434,4.633,9.088,4.34
506,34.903534,-5.511949,2003.37,1733.61,6.922,0,0.95,0.957,0,5.858,0.663,0.021,0.095,-0.016,0.077,-0.085,0.138,0.032,0.123,-0.069,0.175,0.27,0.436,-0.859,0.469,0.005,0.514,-0.611,0.676,-0.845,0.781,2.614,10.091,-4.063,9.664
507,34.912884,-5.511855,1835.86,1735.31,2.581,0,0.49,1.75,0,3.241,0.665,-0.005,0.095,0.143,0.077,0.41,0.138,0.135,0.124,0.235,0.175,-0.167,0.437,-0.034,0.467,0.684,0.539,5.749,0.278,8.948,0.321,15.672,3.61,-5.543,3.512
508,34.943668,-5.511995,1284.28,1732.79,4.83,0,0.1,2.343,0,4.088,0.662,1.887,0.095,2.277,0.077,2.275,0.138,2.442,0.124,2.56,0.175,3.267,0.436,3.076,0.472,4.993,0.519,4.366,0.394,3.374,0.479,18.279,4.702,1.645,4.614
509,34.930809,-5.510711,1514.7,1755.91,208.35,3,0.03,3.372,0,118.731,0.664,1.087,0.095,3.688,0.077,12.842,0.138,27.965,0.124,47.112,0.176,50.865,0.437,63.134,0.476,73.075,0.523,54.197,0.36,41.017,0.445,33.192,3.811,-4.426,4.439
510,34.916462,-5.512176,1771.72,1729.52,14.829,1,0.05,2.926,0,9.532,0.665,7.129,0.095,12.184,0.077,16.089,0.138,17.491,0.123,17.765,0.175,16.602,0.437,15.009,0.469,14.243,0.515,6.302,0.343,4.277,0.404,15.967,3.604,0.212,3.675
511,34.904682,-5.512032,1982.77,1732.11,5.147,0,0.5,2.848,0,3.757,0.665,0.771,0.095,1.081,0.077,1.925,0.138,2.559,0.123,2.844,0.175,3.208,0.436,2.319,0.469,3.36,0.518,1.587,0.501,2.614,0.594,-11.47,7.81,-30.328,7.518
512,34.974968,-5.512411,723.52,1725.28,107.562,0,0.22,2.828,0,70.563,0.868,0.651,0.116,1.679,0.099,5.227,0.17,13.54,0.148,25.951,0.216,27.895,0.534,36.587,0.605,40.644,0.668,35.877,0.424,24.752,0.511,-1.083,4.792,17.571,5.475
513,34.97567,-5.51222,710.94,1728.71,18.139,0,0.31,3.516,0,11.171,0.881,0.291,0.116,0.791,0.099,1.857,0.17,3.443,0.148,5.365,0.216,5.134,0.534,7.039,0.621,8.073,0.689,5.891,0.2,4.137,0.234,-0.797,2.344,6.891,2.601
514,34.968307,-5.511785,842.82,1736.55,7.728,0,0.87,1.05,0,6.033,0.668,-0.05,0.095,0.033,0.077,0.13,0.138,0.045,0.123,0.126,0.175,-0.821,0.436,0.388,0.479,0.148,0.516,-0.304,0.629,-2.438,0.76,-24.281,7.138,-10.421,8.46
515,35.008919,-5.512196,115.2,1729.09,9.898,0,0.24,3.001,0,6.483,0.665,1.025,0.164,1.443,0.122,1.698,0.235,1.676,0.258,1.95,0.303,2.08,0.758,3.344,0.471,4.881,0.521,8.503,0.512,7.53,0.58,62.083,7.552,11.286,7.465
516,34.95863,-5.512486,1016.25,1723.93,30.257,0,0.97,1.916,0,24.282,0.665,22.017,0.095,39.654,0.077,54.126,0.138,57.603,0.123,57.285,0.175,52.292,0.436,48.263,0.471,42.82,0.523,11.148,0.463,7.202,0.586,19.592,4.632,-7.433,5.115
517,34.888523,-5.512423,2272.32,1725.06,13.272,0,0.76,3.261,0,8.626,0.986,3.438,0.114,4.045,0.084,4.696,0.164,6.59,0.131,7.647,0.183,7.669,0.449,6.468,0.734,7.649,0.815,5.75,0.512,3.626,0.594,-4.49,6.956,30.6,6.991
518,34.897015,-5.5127,2120.15,1720.08,200.463,0,0.03,3.819,0,109.041,0.666,1.621,0.095,3.121,0.077,9.911,0.138,16.092,0.123,27.409,0.175,31.689,0.436,39.42,0.474,51.589,0.516,52.553,0.437,45.874,0.491,54.131,6.524,71.878,5.863
519,34.892452,-5.512432,2201.91,1724.91,4.693,0,0.34,2.255,0,3.989,0.759,0.503,0.095,1.091,0.077,1.323,0.138,1.37,0.124,1.757,0.175,1.809,0.437,0.913,0.538,2.576,0.602,3.854,0.581,6.203,0.636,10.247,7.765,5.131,6.594
520,34.984711,-5.512653,548.91,1720.9,29.842,0,0.01,3.057,0,20.166,0.911,1.023,0.12,1.429,0.099,1.396,0.17,2.226,0.149,3.762,0.217,4.983,0.535,7.605,0.624,10.237,0.673,26.062,0.472,29.662,0.541,24.739,6.966,5.57,6.711
521,34.928207,-5.51279,1561.31,1718.47,43.595,0,0.02,2.976,0,29.468,0.664,2.438,0.095,3.702,0.08,4.179,0.138,5.675,0.123,8.316,0.175,10.309,0.437,14.819,0.466,16.207,0.519,35.581,0.376,35.149,0.465,34.352,4.175,35.484,4.57
522,34.941696,-5.51279,1319.63,1718.48,31.64,0,0.24,2.293,0,23.872,0.664,-0.046,0.095,0.092,0.077,0.12,0.138,0.692,0.123,2.643,0.175,3.917,0.436,8.639,0.468,10.724,0.522,30.934,0.457,24.784,0.557,-40.407,6.174,-3.628,5.368
523,34.902363,-5.512913,2024.33,1716.25,4.184,0,0.46,2.393,0,3.236,0.665,0.4,0.095,0.535,0.078,1.074,0.138,1.198,0.123,1.207,0.175,1.562,0.436,0.803,0.478,1.329,0.515,2.333,0.455,2.788,0.523,22.304,6.802,11.242,6.064
524,34.907005,-5.512985,1941.13,1714.96,10.181,0,0.07,2.866,0,7.491,0.663,0.629,0.095,0.75,0.077,0.953,0.138,1.191,0.123,2.506,0.175,2.381,0.436,3.798,0.471,4.643,0.508,9.809,0.499,7.989,0.582,7.528,6.841,20.952,7.931
525,34.978157,-5.513544,666.36,1704.88,225.983,0,0.06,2.944,0,147.441,0.952,0.406,0.148,2.081,0.099,7.906,0.169,21.768,0.148,47.405,0.216,52.891,0.533,66.84,0.696,81.346,0.796,83.295,0.465,58.259,0.532,39.792,6.759,11.996,5.806
526,34.973434,-5.513224,750.93,1710.64,11.596,0,0.27,2.952,0,8.084,0.795,0.997,0.115,1.272,0.101,1.375,0.169,2.756,0.138,4.595,0.216,4.102,0.533,4.794,0.547,4.318,0.65,4.047,0.482,2.549,0.586,12.652,5.273,12.76,6.067
527,34.916451,-5.51327,1771.96,1709.83,3.589,0,0.5,1.933,0,3.178,0.664,0.522,0.095,0.665,0.077,0.849,0.138,1.005,0.123,1.025,0.175,0.635,0.436,0.998,0.466,1.076,0.51,2.993,0.462,1.006,0.565,-4.018,5.061,-2.95,4.752
528,34.99987,-5.513526,277.3,1705.15,56.359,0,0.03,2.779,0,39.375,0.664,7.165,0.164,9.287,0.122,15.467,0.235,23.331,0.21,28.504,0.303,29.061,0.759,29.754,0.471,31.762,0.527,20.91,0.489,16.531,0.548,-3.291,8.356,-15.699,6.038
529,34.928089,-5.513346,1563.39,1708.48,5.1,0,0.69,0.938,0,6.311,0.664,0.194,0.094,0.294,0.077,0.419,0.138,0.499,0.123,0.639,0.175,1.139,0.436,0.404,0.464,1.138,0.516,8.784,0.191,9.48,0.236,4.132,2.084,8.212,2.161
530,34.984272,-5.513437,556.81,1706.8,10.027,0,0.06,2.509,0,7.819,0.927,2.185,0.12,3.179,0.099,5.621,0.169,6.54,0.148,7.461,0.216,6.782,0.532,6.464,0.652,8.24,0.67,6.64,0.417,7.951,0.473,-3.903,5.612,23.267,6.076
531,34.919605,-5.513609,1715.41,1703.74,31.637,0,0.0,3.791,0,17.638,0.664,1.53,0.095,1.861,0.077,2.141,0.138,2.87,0.123,4.468,0.185,5.616,0.436,7.992,0.464,8.531,0.508,19.366,0.382,16.856,0.455,6.524,3.945,2.584,4.143
532,34.9235,-5.513398,1645.6,1707.53,6.396,0,0.68,2.054,0,5.257,0.663,0.309,0.095,0.4,0.077,0.453,0.138,0.554,0.123,1.013,0.175,1.744,0.436,1.531,0.471,2.618,0.508,7.108,0.52,7.761,0.619,22.027,5.366,2.731,6.056
533,34.975494,-5.513598,714.08,1703.91,32.725,0,0.37,2.39,0,24.771,0.881,2.7,0.116,3.902,0.099,8.038,0.17,10.799,0.149,14.23,0.216,14.824,0.535,15.708,0.62,14.405,0.674,10.13,0.458,11.044,0.513,7.334,4.598,16.662,5.383
534,35.012821,-5.513467,45.31,1706.2,9.664,0,0.08,2.66,1,7.253,0.663,-3.092,0.164,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.542,0.467,3.003,0.507,11.515,0.523,13.889,0.598,39.682,8.713,8.296,7.426
535,34.908745,-5.513401,1910.02,1707.47,3.265,0,0.52,2.094,0,2.874,0.665,-0.096,0.095,0.025,0.077,0.256,0.138,0.382,0.123,1.219,0.175,1.385,0.436,1.366,0.474,1.241,0.524,1.709,0.553,2.844,0.639,25.302,7.009,-4.261,7.315
536,34.911324,-5.51349,1863.76,1705.87,8.226,0,0.03,2.336,0,7.135,0.661,2.203,0.095,2.799,0.077,3.064,0.138,3.345,0.123,3.788,0.175,3.425,0.436,4.716,0.465,5.847,0.511,9.297,0.349,8.153,0.42,10.899,4.27,4.919,4.227
537,35.01442,-5.513474,16.61,1706.06,5.796,0,0.65,1.961,1,4.653,0.669,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,3.094,0.471,2.691,0.511,5.439,0.713,3.457,0.806,11.546,12.008,4.238,10.372
538,34.911781,-5.513612,1855.55,1703.68,14.274,0,0.01,2.418,0,11.427,0.664,0.517,0.095,0.677,0.077,0.824,0.138,1.247,0.123,2.23,0.175,2.905,0.436,3.798,0.471,4.666,0.513,16.426,0.407,15.585,0.499,0.728,4.627,7.191,4.323
539,34.991009,-5.51354,436.08,1704.92,7.581,0,0.0,2.836,0,5.112,0.667,0.51,0.116,0.872,0.099,-0.193,0.192,1.426,0.148,1.921,0.248,1.183,0.534,3.735,0.475,4.29,0.509,5.537,0.549,6.346,0.611,-2.482,7.285,-21.834,6.296
540,34.904617,-5.513999,1983.94,1696.71,8.367,2,0.42,2.929,0,6.056,0.664,0.276,0.095,0.702,0.077,0.97,0.138,1.168,0.123,1.462,0.175,1.309,0.437,1.721,0.474,2.42,0.519,5.058,0.441,5.038,0.509,6.044,6.135,-12.439,7.255
541,34.914577,-5.514233,1805.5,1692.51,20.725,0,0.1,2.369,0,15.219,0.666,-0.064,0.095,0.15,0.077,0.442,0.138,1.289,0.124,3.435,0.176,3.725,0.437,6.111,0.478,8.038,0.523,14.162,0.437,8.929,0.541,5.646,4.427,3.233,4.571
542,34.957962,-5.514453,1028.17,1688.53,82.492,0,0.03,2.783,0,56.855,0.664,0.994,0.095,1.876,0.077,4.437,0.138,5.637,0.129,10.825,0.175,13.225,0.436,16.177,0.47,21.675,0.515,59.963,0.445,37.584,0.526,18.644,4.864,11.56,5.514
543,34.988983,-5.514405,472.4,1689.36,4.834,0,0.69,1.96,0,4.301,0.71,0.685,0.116,0.86,0.099,0.658,0.17,1.119,0.148,1.697,0.216,3.001,0.534,2.629,0.481,3.664,0.551,5.772,0.645,6.012,0.726,8.336,9.53,-6.566,8.556
544,35.00317,-5.51467,218.2,1684.57,85.132,0,0.03,3.503,0,50.371,0.664,1.158,0.164,1.888,0.122,3.821,0.235,6.817,0.21,14.31,0.303,14.856,0.758,19.704,0.464,25.804,0.51,56.252,0.453,36.414,0.516,21.24,6.706,20.875,6.634
545,34.886894,-5.514572,2301.51,1686.37,12.697,0,0.82,2.841,0,8.59,1.064,1.702,0.116,2.094,0.086,2.261,0.17,2.289,0.131,3.305,0.192,4.773,0.478,6.218,0.788,4.388,0.859,9.022,0.387,6.719,0.454,1.127,5.33,-5.813,5.214
546,34.891491,-5.514567,2219.13,1686.46,13.403,0,0.43,3.329,0,7.993,0.806,0.961,0.095,1.142,0.077,1.241,0.138,1.454,0.124,2.165,0.188,2.087,0.436,3.503,0.562,4.243,0.614,8.958,0.396,7.304,0.429,15.812,5.096,13.196,4.216
547,35.004971,-5.514701,185.96,1684.0,4.72,0,0.62,2.24,0,3.93,0.664,0.299,0.164,0.652,0.122,0.774,0.235,1.06,0.21,1.149,0.303,1.199,0.758,1.478,0.464,1.634,0.508,4.834,0.615,4.615,0.68,13.177,10.065,12.184,8.024
548,34.954933,-5.51501,1082.43,1678.51,63.945,0,0.03,2.97,0,41.863,0.669,1.155,0.095,2.579,0.077,7.801,0.138,13.035,0.123,19.85,0.175,20.724,0.436,25.081,0.484,27.607,0.512,16.077,0.426,13.471,0.528,4.227,4.884,2.558,5.397
549,34.942684,-5.514807,1301.88,1682.18,2.836,0,0.49,1.779,0,2.182,0.664,0.558,0.099,0.528,0.077,0.47,0.138,0.619,0.123,0.844,0.175,0.84,0.436,1.716,0.465,2.425,0.508,7.11,0.794,8.456,0.93,32.412,8.948,-18.14,8.964
550,34.907234,-5.515271,1937.08,1673.82,41.331,0,0.01,3.993,0,22.054,0.665,0.385,0.095,0.715,0.077,1.21,0.138,2.175,0.123,5.439,0.175,5.655,0.436,8.129,0.467,9.38,0.52,21.585,0.362,14.599,0.465,18.097,3.929,22.964,4.896
551,34.91658,-5.515057,1769.61,1677.67,14.169,0,0.06,2.308,0,10.649,0.664,0.161,0.095,0.133,0.077,0.343,0.138,0.843,0.123,2.645,0.175,3.249,0.436,4.528,0.471,5.411,0.524,10.277,0.459,7.774,0.546,21.2,4.794,22.415,4.945
552,34.950756,-5.515134,1157.29,1676.28,17.339,0,0.0,4.045,0,9.752,0.666,1.594,0.095,2.433,0.077,5.298,0.138,6.396,0.123,7.649,0.175,7.289,0.437,8.592,0.474,9.006,0.52,3.039,0.335,2.533,0.406,-21.348,3.728,11.908,3.716
553,34.97208,-5.514916,775.2,1680.19,2.802,0,0.43,1.596,0,2.57,0.743,0.159,0.115,0.082,0.099,0.389,0.169,0.196,0.141,0.379,0.216,1.079,0.532,1.369,0.526,1.764,0.661,4.423,0.747,6.894,0.879,-4.581,7.854,-33.548,9.691
554,34.915199,-5.51508,1794.32,1677.25,11.874,0,0.11,2.303,0,9.122,0.662,1.854,0.095,2.166,0.077,2.591,0.138,3.164,0.123,5.158,0.175,5.809,0.436,8.393,0.464,6.684,0.515,9.685,0.44,8.734,0.537,3.221,4.304,11.85,5.148
555,34.930332,-5.515136,1523.21,1676.24,9.672,0,0.0,2.89,0,6.716,0.663,2.138,0.095,2.598,0.077,3.157,0.138,3.465,0.123,4.356,0.175,5.112,0.436,5.644,0.47,6.146,0.516,5.658,0.506,5.268,0.61,-10.253,5.116,21.101,5.231
556,34.933994,-5.5153,1457.59,1673.3,37.851,0,0.0,4.012,0,19.956,0.664,4.018,0.094,5.386,0.077,11.45,0.138,13.86,0.123,15.954,0.175,15.352,0.436,16.765,0.466,17.151,0.512,7.664,0.368,5.441,0.447,7.894,4.312,2.286,3.863
557,35.007618,-5.515105,138.5,1676.73,5.172,0,0.7,1.942,0,4.096,0.664,1.252,0.165,1.773,0.122,1.612,0.236,1.412,0.21,3.056,0.304,2.162,0.76,2.852,0.473,4.395,0.51,3.394,0.506,2.721,0.557,-31.485,7.305,0.167,6.617
558,34.996613,-5.515409,335.66,1671.27,21.328,0,0.01,2.965,0,14.361,0.662,0.631,0.164,0.817,0.122,0.861,0.235,1.41,0.163,4.412,0.303,2.445,0.618,5.704,0.471,7.631,0.514,12.996,0.439,8.696,0.476,0.768,5.808,5.987,4.764
559,34.999447,-5.515341,284.94,1672.49,4.425,0,0.78,0.896,0,3.322,0.667,0.166,0.164,0.321,0.122,0.191,0.235,0.371,0.21,0.4,0.303,0.682,0.759,0.847,0.464,0.913,0.521,0.464,0.463,0.19,0.509,6.05,7.909,11.709,5.039
560,35.005882,-5.515358,169.62,1672.16,5.804,0,0.5,3.209,0,4.191,0.663,0.898,0.164,1.09,0.122,1.092,0.235,1.547,0.21,3.05,0.303,2.778,0.758,3.22,0.464,3.094,0.51,4.17,0.442,2.994,0.488,11.18,6.747,11.922,6.119
561,34.897675,-5.515428,2108.32,1670.99,4.636,0,0.81,0.904,0,3.898,0.666,0.031,0.095,0.015,0.077,-0.263,0.138,-0.014,0.123,-0.085,0.175,0.02,0.436,-0.434,0.47,-0.267,0.513,-0.635,0.768,-0.697,0.846,19.125,11.209,-19.284,10.288
562,34.959953,-5.517245,992.54,1638.28,32996.047,0,1.0,2.441,1,23607.863,0.665,5660.563,0.095,2118.857,0.077,2785.921,0.138,1492.079,0.123,2255.8,0.246,4988.096,0.437,23886.084,0.47,16452.381,0.518,8284.266,0.461,5824.208,0.573,3841.599,5.368,1997.373,6.436
563,34.995483,-5.516,355.94,1660.64,18.412,0,0.0,4.391,0,9.016,0.664,4.077,0.164,5.348,0.122,5.734,0.235,5.532,0.171,4.85,0.248,5.59,0.617,5.368,0.481,7.944,0.508,8.255,0.344,6.853,0.383,5.222,4.256,-7.022,3.831
564,34.915997,-5.515945,1780.04,1661.69,18.456,0,0.31,2.211,0,14.197,0.664,0.073,0.095,0.131,0.077,0.129,0.138,0.478,0.123,1.678,0.175,2.53,0.436,5.15,0.473,6.271,0.513,17.454,0.429,13.959,0.528,23.726,4.324,12.366,5.046
565,34.885429,-5.516042,2327.71,1659.91,41.141,0,0.02,3.192,0,26.675,1.275,1.237,0.116,1.803,0.086,2.263,0.171,2.935,0.135,5.247,0.192,7.383,0.479,11.247,1.006,13.592,0.852,35.691,0.478,34.089,0.548,4.193,7.23,55.29,6.989
566,34.895725,-5.515855,2143.27,1663.3,7.035,0,0.09,3.449,0,5.295,0.669,1.318,0.095,1.471,0.077,1.534,0.138,2.096,0.123,4.12,0.175,3.954,0.437,3.954,0.475,4.001,0.516,4.08,0.393,1.234,0.449,0.66,5.496,-4.25,4.986
567,34.989128,-5.515891,469.75,1662.61,5.474,0,0.52,2.715,0,4.367,0.707,0.739,0.116,0.837,0.099,1.051,0.17,1.206,0.148,1.515,0.216,1.273,0.534,2.064,0.482,2.11,0.549,6.323,0.626,5.879,0.718,-15.678,9.256,5.891,8.318
568,34.981102,-5.516007,613.57,1660.53,5.409,0,0.46,2.239,0,4.593,0.953,0.169,0.116,0.703,0.099,1.329,0.169,1.699,0.148,1.862,0.229,1.427,0.533,1.664,0.744,2.588,0.72,4.745,0.721,8.84,0.809,-7.625,9.394,4.181,9.439
569,34.903343,-5.516263,2006.75,1655.96,12.93,0,0.0,2.881,0,9.768,0.665,0.775,0.095,0.922,0.077,0.974,0.138,1.586,0.123,3.172,0.18,4.252,0.436,4.306,0.466,4.448,0.508,12.298,0.468,10.026,0.526,8.872,6.526,-5.933,6.316
570,34.972466,-5.516135,768.33,1658.25,4.106,0,0.61,1.854,0,3.554,0.756,0.198,0.116,0.382,0.099,0.524,0.17,-0.619,0.138,0.898,0.216,1.213,0.534,1.183,0.533,0.959,0.649,2.516,0.527,1.762,0.609,10.262,6.197,-18.083,6.394
571,34.996273,-5.51623,341.81,1656.5,10.806,0,0.0,3.409,0,6.289,0.663,0.57,0.164,0.96,0.122,1.625,0.235,2.295,0.162,2.421,0.274,2.041,0.617,4.195,0.466,5.087,0.516,4.796,0.299,3.727,0.325,-13.018,3.87,5.825,3.179
572,34.951408,-5.516252,1145.61,1656.17,4.598,0,0.49,2.062,0,4.057,0.668,0.258,0.095,0.594,0.077,0.967,0.138,0.543,0.123,0.179,0.186,1.777,0.436,2.245,0.471,1.894,0.52,1.686,0.44,0.639,0.509,5.465,6.034,3.525,5.637
573,34.935238,-5.516422,1435.31,1653.11,10.203,0,0.0,3.43,0,6.644,0.666,1.376,0.095,1.562,0.077,1.898,0.138,2.336,0.124,3.711,0.175,3.829,0.437,3.842,0.476,4.044,0.519,2.937,0.353,2.68,0.425,21.982,3.575,4.318,3.802
574,34.922577,-5.516388,1662.16,1653.71,10.139,0,0.02,3.593,0,6.159,0.667,0.007,0.095,0.047,0.077,0.344,0.138,0.288,0.123,0.455,0.175,0.328,0.436,0.639,0.474,0.702,0.515,7.351,0.349,7.779,0.414,14.362,3.62,-6.321,3.44
575,34.933617,-5.516524,1464.34,1651.26,8.139,0,0.22,2.657,0,5.869,0.664,0.785,0.095,0.947,0.077,1.02,0.138,1.057,0.123,1.545,0.175,3.026,0.436,3.502,0.465,4.132,0.515,5.33,0.331,4.685,0.407,1.535,3.476,18.492,3.381
576,34.901566,-5.516627,2038.63,1649.4,9.872,0,0.0,2.94,0,7.591,0.662,1.023,0.095,1.408,0.077,1.485,0.138,1.83,0.127,2.656,0.175,2.529,0.436,3.509,0.473,4.925,0.515,8.138,0.509,8.622,0.573,35.976,7.716,12.661,8.022
577,34.963001,-5.516528,937.91,1651.18,2.821,0,0.5,1.666,0,3.821,0.665,0.971,0.094,9.686,0.077,7.543,0.138,12.722,0.123,8.083,0.175,3.78,0.436,3.931,0.474,3.925,0.522,3.963,0.215,3.259,0.263,-10.497,2.438,-0.465,2.821
578,35.01088,-5.51661,80.06,1649.63,6.847,0,0.9,1.036,1,6.8,0.667,-0.222,0.164,-0.118,0.122,-0.436,0.235,-0.709,0.258,-2.443,0.337,0.762,0.759,0.216,0.467,-0.088,0.522,1.357,0.427,1.045,0.485,-6.478,6.322,20.504,5.709
579,34.967449,-5.516386,858.23,1653.74,9.566,0,0.69,1.856,0,8.1,0.667,0.085,0.095,0.146,0.077,0.816,0.138,0.041,0.123,-0.588,0.175,1.624,0.436,2.079,0.477,3.69,0.519,9.242,0.574,8.215,0.658,1.087,6.211,-16.836,7.419
580,35.010551,-5.516798,85.94,1646.25,5.324,0,0.69,2.479,1,4.767,0.667,0.455,0.164,1.096,0.122,0.979,0.235,1.128,0.259,1.09,0.392,3.686,0.759,2.591,0.474,2.845,0.515,2.165,0.301,1.711,0.341,-3.264,4.451,0.055,4.019
581,35.00378,-5.516846,207.24,1645.39,4.238,0,0.4,2.21,0,3.277,0.666,0.579,0.164,0.949,0.122,1.846,0.235,1.703,0.21,1.633,0.389,1.595,0.759,0.371,0.468,1.405,0.508,2.073,0.517,0.846,0.589,-13.455,7.656,-21.138,6.912
582,34.94775,-5.517352,1211.12,1636.36,46.864,0,0.03,3.08,1,29.797,0.667,0.363,0.095,0.404,0.077,0.617,0.138,529.37,0.14,462.343,0.245,3.513,0.436,6.28,0.475,9.706,0.512,45.998,0.461,44.126,0.534,42.805,6.972,10.101,6.307
583,35.014385,-5.517368,17.29,1635.97,30.743,0,0.04,2.501,1,23.076,0.669,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,-999.0,9999.0,2.647,0.468,7.424,0.509,38.253,0.511,43.369,0.577,49.18,8.734,26.538,6.835
584,35.002991,-5.517302,221.44,1637.18,8.061,0,0.88,1.664,0,6.9,0.663,0.153,0.164,0.968,0.122,3.031,0.235,4.961,0.21,7.741,0.429,8.104,0.758,8.7,0.466,8.618,0.508,2.361,0.554,0.895,0.631,19.187,8.217,-14.098,7.314
585,34.899342,-5.517731,2078.44,1629.54,57.196,0,0.01,4.137,0,29.74,0.664,2.955,0.095,4.014,0.077,6.981,0.138,12.036,0.123,16.342,0.222,17.105,0.436,18.727,0.465,21.152,0.519,18.679,0.41,12.772,0.47,-9.998,5.751,4.912,5.855
586,34.938644,-5.517617,1374.31,1631.59,43.192,0,0.02,2.915,0,29.639,0.664,0.115,0.096,0.134,0.077,0.199,0.138,0.695,0.199,2.25,0.214,3.228,0.436,6.24,0.472,9.125,0.51,46.993,0.447,48.873,0.513,29.383,4.418,26.556,4.917
587,34.91346,-5.517507,1825.48,1633.57,4.967,0,0.61,2.185,0,4.502,0.663,0.811,0.095,1.752,0.077,3.104,0.138,3.919,0.123,4.017,0.243,4.401,0.436,3.877,0.475,3.586,0.508,0.566,0.377,1.277,0.471,5.327,3.954,8.755,4.188
588,34.917168,-5.51749,1759.1,1633.87,4.271,0,0.65,0.899,0,4.838,0.665,-0.033,0.095,-0.08,0.077,0.037,0.138,0.059,0.123,0.008,0.244,-0.873,0.437,-0.745,0.468,0.021,0.517,2.712,0.303,2.872,0.373,10.07,3.069,-1.212,3.471
589,34.97403,-5.51756,740.28,1632.59,18.808,0,0.95,1.347,1,15.906,0.821,-0.166,0.115,-0.043,0.099,-0.044,0.169,137.838,0.178,71.554,0.342,-0.809,0.533,-0.688,0.602,-0.123,0.641,0.814,1.08,-0.058,0.645,6.223,7.059,4.195,6.803
590,34.917515,-5.517599,1752.82,1631.92,9.129,0,0.08,2.413,0,7.011,0.665,-0.082,0.095,-0.046,0.077,0.03,0.138,0.176,0.123,0.164,0.233,-0.017,0.436,-0.416,0.469,1.659,0.511,7.342,0.376,7.056,0.455,9.489,3.788,11.042,4.152
591,34.975739,-5.517699,709.66,1630.1,19.778,3,0.9,2.119,1,17.451,0.881,3.743,0.116,4.26,0.099,5.03,0.17,46.887,0.185,34.695,0.286,12.727,0.534,13.009,0.634,13.214,0.704,10.689,0.541,7.704,0.326,19.672,3.521,-8.828,3.495
592,34.975613,-5.51822,711.94,1620.71,67.791,2,0.62,2.451,0,50.167,0.889,0.573,0.116,1.126,0.099,3.085,0.17,4.894,0.148,13.447,0.216,16.489,0.534,21.366,0.619,24.585,0.688,33.668,0.767,24.433,0.465,37.93,5.033,15.405,4.99
593,34.945065,-5.51567,1259.24,1666.64,6.775,0,0.53,2.486,0,4.654,0.667,0.025,0.095,0.104,0.077,0.197,0.138,0.242,0.123,0.762,0.175,1.856,0.436,2.357,0.472,2.01,0.517,4.748,0.464,2.536,0.565,13.103,5.368,8.919,5.342
594,34.998882,-5.517964,295.05,1625.28,7.293,0,0.09,1.951,0,5.841,0.664,0.194,0.164,0.415,0.122,0.195,0.235,0.671,0.21,1.352,0.303,2.961,0.758,2.437,0.475,3.441,0.508,8.309,0.308,6.936,0.339,5.505,4.593,10.363,3.349
595,34.999966,-5.518382,275.63,1617.75,180.747,0,0.06,2.631,0,125.94,0.666,0.661,0.164,2.182,0.122,7.564,0.235,20.472,0.21,40.986,0.303,46.739,0.759,58.805,0.468,72.928,0.509,70.169,0.492,51.309,0.539,45.363,8.418,8.036,5.347
596,34.962543,-5.51873,946.13,1611.55,216.349,0,0.03,3.69,0,123.806,0.666,2.144,0.095,3.607,0.077,7.365,0.138,15.377,0.123,26.671,0.175,32.018,0.436,44.032,0.47,51.641,0.525,83.258,0.406,76.528,0.48,48.681,4.693,102.029,5.568
597,34.918373,-5.518199,1737.48,1621.12,4.745,0,0.01,2.0,0,4.208,0.666,0.599,0.095,0.734,0.077,0.838,0.138,1.178,0.123,1.793,0.175,1.922,0.455,2.907,0.479,3.432,0.515,6.001,0.553,5.003,0.654,-2.709,5.407,1.534,5.85
